time          Epot                 Ekin                 Etot                 T
    0.00  -5.616730516750E+03  2.508768428872E-01  -5.616479639907E+03 300.0783
   20.67  -5.616730890165E+03  2.513272515693E-01  -5.616479562914E+03 300.6170
   41.34  -5.616729191912E+03  2.497056373755E-01  -5.616479486274E+03 298.6774
   62.01  -5.616725481932E+03  2.461219367424E-01  -5.616479359995E+03 294.3909
   82.68  -5.616720634298E+03  2.414593049489E-01  -5.616479174993E+03 288.8138
  103.35  -5.616715962034E+03  2.370170531550E-01  -5.616478944981E+03 283.5003
  124.02  -5.616712641272E+03  2.339344546879E-01  -5.616478706817E+03 279.8132
  144.69  -5.616711233965E+03  2.327345692713E-01  -5.616478499396E+03 278.3780
  165.37  -5.616711597616E+03  2.332561191652E-01  -5.616478341497E+03 279.0018
  186.04  -5.616713174043E+03  2.349483839946E-01  -5.616478225659E+03 281.0260
  206.71  -5.616715357768E+03  2.372303707038E-01  -5.616478127397E+03 283.7555
  227.38  -5.616717645340E+03  2.396304374637E-01  -5.616478014902E+03 286.6263
  248.05  -5.616719559171E+03  2.417068579036E-01  -5.616477852313E+03 289.1099
  268.72  -5.616720599441E+03  2.429926730962E-01  -5.616477606768E+03 290.6479
  289.39  -5.616720408913E+03  2.431436978852E-01  -5.616477265215E+03 290.8285
  310.06  -5.616719037961E+03  2.421949791270E-01  -5.616476842982E+03 289.6938
  330.73  -5.616717058298E+03  2.406841684857E-01  -5.616476374129E+03 287.8866
  351.40  -5.616715388231E+03  2.394855754257E-01  -5.616475902656E+03 286.4530
  372.07  -5.616714903049E+03  2.394327835666E-01  -5.616475470265E+03 286.3898
  392.74  -5.616715969695E+03  2.408767016913E-01  -5.616475092994E+03 288.1169
  413.41  -5.616718218092E+03  2.434356846015E-01  -5.616474782407E+03 291.1778
  434.08  -5.616720674319E+03  2.461388815400E-01  -5.616474535437E+03 294.4111
  454.76  -5.616722224546E+03  2.478794237652E-01  -5.616474345122E+03 296.4930
  475.43  -5.616722146562E+03  2.479409731291E-01  -5.616474205589E+03 296.5666
  496.10  -5.616720441316E+03  2.463303765639E-01  -5.616474110940E+03 294.6402
  516.77  -5.616717834876E+03  2.437732927522E-01  -5.616474061583E+03 291.5816
  537.44  -5.616715445596E+03  2.413727617335E-01  -5.616474072835E+03 288.7103
  558.11  -5.616714251122E+03  2.400823011893E-01  -5.616474168821E+03 287.1667
  578.78  -5.616714642968E+03  2.402825868995E-01  -5.616474360381E+03 287.4063
  599.45  -5.616716351406E+03  2.417189132090E-01  -5.616474632493E+03 289.1243
  620.12  -5.616718747605E+03  2.437950091250E-01  -5.616474952596E+03 291.6076
  640.79  -5.616721236738E+03  2.459494147559E-01  -5.616475287323E+03 294.1845
  661.46  -5.616723438026E+03  2.478295030165E-01  -5.616475608523E+03 296.4333
  682.13  -5.616725089685E+03  2.491989078803E-01  -5.616475890777E+03 298.0713
  702.80  -5.616725958839E+03  2.498286305740E-01  -5.616476130208E+03 298.8245
  723.47  -5.616725901752E+03  2.495709652463E-01  -5.616476330787E+03 298.5163
  744.14  -5.616725047352E+03  2.485325554199E-01  -5.616476514796E+03 297.2742
  764.82  -5.616723870925E+03  2.471643470565E-01  -5.616476706578E+03 295.6377
  785.49  -5.616723059360E+03  2.461445347355E-01  -5.616476914825E+03 294.4179
  806.16  -5.616723230539E+03  2.460957703021E-01  -5.616477134768E+03 294.3596
  826.83  -5.616724625197E+03  2.472604081085E-01  -5.616477364789E+03 295.7526
  847.50  -5.616726945598E+03  2.493436805802E-01  -5.616477601917E+03 298.2444
  868.17  -5.616729393720E+03  2.515785849075E-01  -5.616477815135E+03 300.9177
  888.84  -5.616731058945E+03  2.530474623412E-01  -5.616478011483E+03 302.6746
  909.51  -5.616731350864E+03  2.531562927487E-01  -5.616478194571E+03 302.8048
  930.18  -5.616730315970E+03  2.519534481977E-01  -5.616478362522E+03 301.3660
  950.85  -5.616728676386E+03  2.501696383602E-01  -5.616478506748E+03 299.2324
  971.52  -5.616727542327E+03  2.489161620361E-01  -5.616478626165E+03 297.7331
  992.19  -5.616727875730E+03  2.491424505031E-01  -5.616478733280E+03 298.0037
 1012.86  -5.616729983703E+03  2.511423559323E-01  -5.616478841348E+03 300.3959
 1033.53  -5.616733420243E+03  2.544782018773E-01  -5.616478942041E+03 304.3859
 1054.21  -5.616737316877E+03  2.583091521108E-01  -5.616479007725E+03 308.9682
 1074.88  -5.616740920195E+03  2.618724088519E-01  -5.616479047786E+03 313.2303
 1095.55  -5.616743818122E+03  2.647463288926E-01  -5.616479071794E+03 316.6678
 1116.22  -5.616745828857E+03  2.667344971542E-01  -5.616479094359E+03 319.0459
 1136.89  -5.616746786046E+03  2.676702003855E-01  -5.616479115845E+03 320.1651
 1157.56  -5.616746509315E+03  2.673820395198E-01  -5.616479127275E+03 319.8204
 1178.23  -5.616744958545E+03  2.658395234593E-01  -5.616479119021E+03 317.9754
 1198.90  -5.616742366701E+03  2.632939533644E-01  -5.616479072748E+03 314.9306
 1219.57  -5.616739226480E+03  2.602693098911E-01  -5.616478957170E+03 311.3128
 1240.24  -5.616736112387E+03  2.573726396845E-01  -5.616478739748E+03 307.8480
 1260.91  -5.616733401239E+03  2.549979697716E-01  -5.616478403269E+03 305.0076
 1281.58  -5.616731012513E+03  2.530675262900E-01  -5.616477944987E+03 302.6986
 1302.25  -5.616728370942E+03  2.509990606049E-01  -5.616477371882E+03 300.2245
 1322.92  -5.616724678556E+03  2.479803390402E-01  -5.616476698217E+03 296.6137
 1343.59  -5.616719378346E+03  2.434336872045E-01  -5.616475944659E+03 291.1754
 1364.27  -5.616712514848E+03  2.373840203168E-01  -5.616475130828E+03 283.9393
 1384.94  -5.616704902686E+03  2.306021165605E-01  -5.616474300570E+03 275.8273
