frame,time_fs,epsilon_d_eV,epsilon_a_eV,gap_eV,coupling_real_eV,coupling_imag_eV,coupling_abs_eV,donor_c60_population,acceptor_c60_population,donor_transport_overlap,acceptor_transport_overlap,donor_residual_eV,acceptor_residual_eV,donor_back_residual_eV
0,0.0,-3.576543662233589,-3.1438086784537695,0.43273498377981934,0.022006180466320635,0.0,0.022006180466320635,0.0008471710954908386,0.985002998480422,1.0,1.0,0.017038097363617166,0.5091050313788358,0.05945611862867594
1,0.5,-3.5789629971306485,-3.1419226510000406,0.43704034613060755,0.021821386520066825,0.0,0.021821386520066825,0.0008455799785457034,0.9851711003229351,0.9999999779669232,0.9999440047892011,0.01775016781085223,0.5132009500285484,0.05890100887801527
2,1.0,-3.5807044879585983,-3.140579081073257,0.44012540688534163,0.021621842545975465,0.0,0.021621842545975465,0.0008437571056402367,0.9853278585417861,0.9999999796410189,0.9999477470757396,0.02437567922378233,0.5172107963895672,0.05835241649463435
3,1.5,-3.5815288919092945,-3.1398966237715893,0.4416322681377051,0.021405939226903356,0.0,0.021405939226903356,0.0008416707092197005,0.9854760213296591,0.9999999804538614,0.9999505432840727,0.03295008480255274,0.520901730227629,0.057823861390369956
4,2.0,-3.5804452003371523,-3.1393304545191842,0.4411147458179683,0.02116889835474362,0.0,0.02116889835474362,0.0008393653675763058,0.9856105562775814,0.9999999796810216,0.999947612997219,0.041578801404517175,0.524198125124461,0.05743752168678199
5,2.5,-3.5788911568028245,-3.1396934117015056,0.4391977451013189,0.020937797868691353,0.0,0.020937797868691353,0.0008370889509117441,0.9857398311525539,0.999999981110157,0.9999549052834914,0.04990477234732278,0.5269544314768299,0.05692161321202933
6,3.0,-3.5763962623345145,-3.141109534429768,0.43528672790474593,0.020715328994989388,0.0,0.020715328994989388,0.000834820896091296,0.9858605374894416,0.9999999821829971,0.9999564405569731,0.057589172860949105,0.5289866718998902,0.05629972898951622
7,3.5,-3.572833454064908,-3.1433553398376315,0.42947811422727666,0.020501054422383227,0.0,0.020501054422383227,0.0008327796361673332,0.9859722291132976,0.9999999824295791,0.9999503509309985,0.06448609203401014,0.530174999503702,0.05561982353930118
8,4.0,-3.5682559770827114,-3.146226724349385,0.4220292527333265,0.020292917651408376,0.0,0.020292917651408376,0.0008309648048383142,0.986073565180623,0.9999999823343935,0.9999394809922897,0.07053854183154264,0.5304290411188691,0.05491195220955388
9,4.5,-3.5617996791072173,-3.148918773888357,0.41288090521886,0.02008241721938901,0.0,0.02008241721938901,0.0008296875813981555,0.9861484454394569,0.9999999820705975,0.9999344562812359,0.07563507319613455,0.5298642260922137,0.054327705762828166
10,5.0,-3.5547664866929516,-3.151910237332922,0.40285624936002945,0.019895768190999308,0.0,0.019895768190999308,0.00082850265728515,0.9862228079811514,0.9999999823942081,0.9999116202351266,0.08004205058244969,0.5282130858334984,0.05362680966924848
11,5.5,-3.5463578093702846,-3.154809051657219,0.3915487577130652,0.01974092696763106,0.0,0.01974092696763106,0.0008279181381330985,0.9862873155542462,0.9999999833170018,0.9998843427682631,0.0837985024569324,0.5255465872058026,0.05286946566319654
12,6.0,-3.5370849500388974,-3.157635997103001,0.37944895293589664,0.01961727933685363,0.0,0.01961727933685363,0.0008280184484637265,0.9863425630964106,0.9999999840544667,0.9998635881860585,0.08707385678916556,0.5218829178994945,0.05206072444180002
