time_fs,se_c60_population,active_surface_c60_diagonal,norm,interval_hops_before_frame,interval_max_raw_probability_sum,interval_renormalized_probability_vectors,se_state_0,se_state_1,se_state_2,se_state_3,se_state_4,se_state_5,se_state_6,se_state_7,se_state_8,se_state_9,sh_state_0,sh_state_1,sh_state_2,sh_state_3,sh_state_4,sh_state_5,sh_state_6,sh_state_7,sh_state_8,sh_state_9
0.0,0.0016645822356395547,0.49387744413068346,1.0,0,0.0,0,0.0014315495103102251,0.013796627417094193,0.49141061052244855,0.4892225573643429,7.637438504288793e-05,0.001979346763804788,0.0014584318022154805,0.00038772216931452514,4.1278399958078086e-06,0.0002326522254307279,0.003,0.013,0.505,0.4775,0.0,0.0,0.001,0.0005,0.0,0.0
0.5,0.002238856010716203,0.48979325147070346,0.9999999999999929,81,1.0000000000000002,0,0.0014027804690547724,0.011651982084624767,0.5244803045465255,0.4556146696759704,0.0009289062273915511,0.003669556799570819,0.001649069602459423,0.00037982289745866927,1.4673799644886013e-05,0.00020823389729209606,0.002,0.01,0.5425,0.442,0.001,0.0005,0.0015,0.0005,0.0,0.0
1.0,0.0038818554746010373,0.47571114763874994,0.9999999999999899,110,1.0000000000000002,0,0.001404563725415403,0.009744683658542351,0.563748592911034,0.41299067742243417,0.003966552036259418,0.00587880846292038,0.001684863577746675,0.00036881497639947795,2.4611986438537562e-05,0.00018783124279929536,0.0015,0.007,0.579,0.3995,0.0055,0.0055,0.001,0.0005,0.0,0.0005
1.5,0.006261431990152291,0.4585778875573676,0.9999999999999882,83,1.0000000000000002,0,0.0014202701421827295,0.00793659763189039,0.5953546275939035,0.37677887041743247,0.007885297484296078,0.008467587768736837,0.0015902483979096367,0.00035499757290373646,2.9784346188020496e-05,0.00018171864454481225,0.0015,0.004,0.6065,0.3675,0.009,0.01,0.001,0.0,0.0,0.0005
2.0,0.009047462106806538,0.43372914727682577,0.9999999999999662,98,1.0000000000000002,0,0.0014693731821756868,0.006494134366018047,0.6296612553517671,0.33688306139489205,0.01202714998901142,0.011477241664012162,0.001428343131874382,0.00033933411210469564,2.6859250432527646e-05,0.00019324755767809315,0.0015,0.0025,0.6425,0.3255,0.014,0.0125,0.001,0.0,0.0,0.0005
2.5,0.012030982470192927,0.4111750619376855,0.9999999999999674,76,1.0000000000000002,0,0.0015159016207023045,0.005333472377808671,0.6556024904315951,0.30497335000389514,0.015954055008450447,0.014772049336868103,0.0012860097976320347,0.0003276557759696064,2.078098623575314e-05,0.00021423466081012463,0.0025,0.0025,0.6635,0.2945,0.0185,0.0175,0.0005,0.0,0.0,0.0005
3.0,0.015187180973539077,0.39096157218182,0.9999999999999545,61,1.0000000000000002,0,0.0015550627539343623,0.004519012480589874,0.6753445776580792,0.2788923427992584,0.019598646655358813,0.018270590768802494,0.00124599098758857,0.00032627243563184506,1.6998771376964367e-05,0.00023050468933402443,0.003,0.002,0.677,0.2725,0.0235,0.021,0.0005,0.0,0.0,0.0005
3.5,0.018627805906501507,0.37068170873513284,0.9999999999999727,55,1.0000000000000002,0,0.0015773015075417564,0.004028144330412709,0.6900095642380017,0.25773258788537773,0.022806039327247115,0.021885931709823062,0.001372291577233851,0.0003369295537160196,1.9022830370197083e-05,0.0002321870402486561,0.0025,0.0015,0.692,0.251,0.0295,0.0225,0.0005,0.0,0.0,0.0005
4.0,0.022494299961795465,0.35424549138741773,0.9999999999999659,49,1.0000000000000002,0,0.0015561718378412713,0.0038680326627505753,0.6983595556629343,0.2428102593647472,0.025575935722280483,0.02554696528987648,0.0016788020045450651,0.00035532965384598667,2.7113753273160366e-05,0.00022183404787124743,0.003,0.0015,0.697,0.2335,0.035,0.0285,0.001,0.0,0.0,0.0005
4.5,0.026840304252186448,0.34881317162471887,0.999999999999986,22,1.0000000000000002,0,0.0014436716654549452,0.004053829631109355,0.6987017178430706,0.23605736963810797,0.02778854352240932,0.02919053527354335,0.0021385370039536124,0.00037242066758710115,3.822154644888654e-05,0.000215153208300828,0.0015,0.0035,0.6985,0.2275,0.035,0.0325,0.001,0.0,0.0,0.0005
