time_fs,se_c60_population,active_surface_c60_diagonal,norm,interval_hops_before_frame,interval_max_raw_probability_sum,interval_renormalized_probability_vectors,se_state_0,se_state_1,se_state_2,se_state_3,se_state_4,se_state_5,se_state_6,se_state_7,se_state_8,se_state_9,sh_state_0,sh_state_1,sh_state_2,sh_state_3,sh_state_4,sh_state_5,sh_state_6,sh_state_7,sh_state_8,sh_state_9
0.0,0.0019082464806527502,0.10281097703505133,0.9999999999999999,0,0.0,0,0.003986636087730242,0.036505229362677444,0.01090330283244152,0.9422980660144732,0.004168443647697052,0.00035607248829493734,0.0010312605899799696,0.00015147583686920526,0.00010424852965569453,0.0004952646101805591,0.0037,0.03795,0.01145,0.9408,0.0041,0.0003,0.0012,0.0001,0.00015,0.00025
0.5,0.002414347767264116,0.12078911866113703,1.0000000000000144,430,1.0000000000000002,0,0.006863608540660757,0.02698404953391633,0.02640777118004305,0.9300078640593714,0.005948776473996501,0.001613237963706345,0.001442530419251425,0.00015368990535601987,5.969615494008262e-05,0.0005187757687723266,0.0064,0.03285,0.0225,0.93225,0.00415,0.0003,0.00105,0.0001,0.0001,0.0003
1.0,0.0037813817000156846,0.13809105214979617,1.0000000000000102,281,1.0000000000000002,0,0.006455251414845286,0.03099662711495039,0.03159723417758206,0.9178425463124442,0.007232976723995241,0.00327823673441539,0.001869234877174948,0.000160539381090017,2.410959244057049e-05,0.0005432436710721281,0.007,0.0354,0.02905,0.92265,0.00415,0.0003,0.001,0.0001,5e-05,0.0003
1.5,0.005504911413484911,0.15712488208508954,1.0000000000000187,817,1.0000000000000002,0,0.03152108153599977,0.007690145405326089,0.040034377699785746,0.904701836880879,0.00811133600734228,0.0049302056128560905,0.002281288850920341,0.00017375247040376021,1.1190873277554563e-06,0.0005548564491779655,0.0368,0.0089,0.0364,0.91215,0.00425,0.00025,0.00085,0.0001,0.0,0.0003
2.0,0.007027583175640286,0.1860635458754842,0.9999999999999823,709,1.0000000000000002,0,0.020106289101070936,0.018169779549169828,0.05556916535479446,0.8878501366109081,0.00863872340551385,0.006300794593952789,0.0026360140955405866,0.00019442575633600185,4.431839811220456e-05,0.0004903531345836345,0.0243,0.02355,0.05265,0.8939,0.0041,0.0003,0.00085,0.0001,0.0,0.00025
2.5,0.008097476074449817,0.22934973386556268,0.9999999999999677,687,1.0000000000000002,0,0.016850567997445862,0.01820331408225323,0.08377153465647541,0.8613606338312314,0.008898788939343023,0.00728520955775194,0.002906176133743713,0.00021894579784844436,0.00018507848428089802,0.0003197505195938473,0.02305,0.0267,0.07985,0.8649,0.004,0.0003,0.00085,0.0001,0.0,0.00025
3.0,0.008849275520984452,0.3178313543784504,0.9999999999999525,1357,1.0000000000000002,0,0.014359440375605714,0.017178167120620768,0.14598687588261583,0.8016229275429936,0.00907464050169126,0.00795931979450669,0.0030906506353840903,0.00024455247513226837,0.00027541888769637055,0.00020800678370588453,0.02255,0.0283,0.14405,0.7997,0.004,0.0003,0.00085,0.0001,0.0,0.00015
3.5,0.009731372789960875,0.4059545964225913,0.9999999999999797,1604,1.0000000000000002,0,0.011192648147375908,0.014975399833742542,0.2270775861700218,0.7253658810803992,0.009101383346210495,0.008396963410904169,0.003145247630585257,0.0002686886785703811,0.0003176474815599224,0.0001585542206099165,0.0219,0.02895,0.22325,0.72055,0.00395,0.0003,0.00085,0.0001,0.0,0.00015
4.0,0.01125929879793659,0.47867837696477583,0.9999999999999841,1871,1.0000000000000002,0,0.008492658818765885,0.012980599290256148,0.3213961345952744,0.6351131494086106,0.009213483606389046,0.008952654383812096,0.0030727449777014347,0.00028608970520293734,0.0003639712241961743,0.00012851398977547552,0.02135,0.02955,0.3157,0.62835,0.00395,0.00025,0.00065,0.0001,0.0,0.0001
4.5,0.013750393143793492,0.5060873941947195,0.9999999999999907,1177,1.0000000000000002,0,0.006160457159262467,0.011291697752067922,0.38140115073169256,0.5778823744201321,0.009654609077078552,0.009886501487602903,0.0029092815875498387,0.00030690468975974204,0.0004044836669337023,0.00010253942791093455,0.0209,0.0297,0.37425,0.5703,0.00395,0.00025,0.0005,0.0001,5e-05,0.0
5.0,0.01717606909712165,0.5091117176082928,0.9999999999999991,310,1.0000000000000002,0,0.0045686813571145955,0.010098779560421002,0.39606038744791383,0.5633870198296711,0.010887955360236196,0.011500906691244858,0.002668155104062053,0.0003337762609086225,0.0004173771329719203,7.69612554549436e-05,0.02035,0.02985,0.38945,0.5556,0.00395,0.00025,0.0004,0.0001,5e-05,0.0
5.5,0.021208895256476897,0.49891507835955146,0.9999999999999761,300,1.0000000000000002,0,0.0037524884826253507,0.009380398046735615,0.3661567565096505,0.5898677143819832,0.01365212638285272,0.013997465239897497,0.002386060524470172,0.00036879982259283906,0.0003847216895020887,5.346891966645624e-05,0.01985,0.03005,0.3753,0.5701,0.00395,0.00025,0.00035,0.0001,5e-05,0.0
6.0,0.025393173821803318,0.47559013555231106,0.9999999999999457,638,1.0000000000000002,0,0.003640553630567568,0.00910526165975866,0.309301113929163,0.638598867331979,0.018997367632672915,0.01750257512758929,0.0020983700834510386,0.0004089033179409376,0.0003110341006762774,3.595318614688521e-05,0.0197,0.0302,0.3437,0.60175,0.00395,0.00025,0.0003,0.0001,5e-05,0.0
6.5,0.029341758256117387,0.44204520458094904,0.9999999999999261,691,1.0000000000000002,0,0.004091724580279068,0.009220170231542027,0.24523025610179539,0.6886255656939739,0.02812210778311024,0.022176926935501922,0.0018335635775624819,0.0004453025882391269,0.00022698675583275005,2.7395752089358007e-05,0.02,0.03025,0.30935,0.63575,0.00405,0.00025,0.0002,0.0001,5e-05,0.0
7.0,0.032854900702302806,0.40371914904675504,0.9999999999999044,713,1.0000000000000002,0,0.004950798462595343,0.009663518635622285,0.1887011666527114,0.7239995248148858,0.04206952296438487,0.02833862860585293,0.0016076710653292147,0.00047062173539731195,0.0001706615875208889,2.7885475604234925e-05,0.0212,0.0308,0.27445,0.6689,0.00405,0.00025,0.0002,0.00015,0.0,0.0
7.5,0.03592106156762547,0.36974436363891555,0.9999999999998823,575,1.0000000000000002,0,0.0060718698161930955,0.010372961138949312,0.14530218724551738,0.7383624670334066,0.061272147165825505,0.03651148624435724,0.0014245056634878525,0.00048633629030810126,0.00016196431964288888,3.407508219412331e-05,0.02305,0.03175,0.2468,0.6938,0.0041,0.00025,0.0001,0.00015,0.0,0.0
8.0,0.038623092012765016,0.3489943249491738,0.9999999999998732,357,1.0000000000000002,0,0.007304185796408194,0.011332766521680119,0.11900468821758076,0.727752644273814,0.0850093880043032,0.04756317901569305,0.0013006196780929481,0.0004994168704337928,0.00019237029767693966,4.0741324190134504e-05,0.02545,0.03285,0.23025,0.70675,0.00425,0.00025,5e-05,0.00015,0.0,0.0
8.5,0.04103978917118299,0.32585407123551074,0.999999999999897,381,1.0000000000000002,0,0.008619079794446862,0.01234602277603131,0.09398177086653961,0.7105073719335722,0.1105692217424812,0.062000399352582856,0.0011826535722033432,0.0005125927899509566,0.0002378252647357769,4.306190735283245e-05,0.0276,0.03405,0.21265,0.72075,0.0045,0.00025,5e-05,0.00015,0.0,0.0
9.0,0.04315103651918665,0.31340863513659023,0.9999999999998685,255,1.0000000000000002,0,0.009855710793954267,0.013490312031379043,0.07947337762527462,0.6796321451635061,0.1343137208982604,0.08126031595249321,0.0011417647848617398,0.0005183278993575311,0.00027492964618368255,3.939520459792731e-05,0.03065,0.0354,0.2016,0.7271,0.00485,0.00025,0.0,0.00015,0.0,0.0
9.5,0.04486220780704123,0.3027479981331002,0.9999999999998855,252,1.0000000000000002,0,0.011068735986874892,0.01461258965312658,0.06778434711528225,0.6491955819059155,0.1498721138869983,0.10554716403659017,0.0010920471533265182,0.0005074118796947468,0.00028800159346074655,3.200678861579341e-05,0.0346,0.0368,0.19075,0.7322,0.00525,0.00025,0.0,0.00015,0.0,0.0
10.0,0.0460468816654568,0.29765218376496205,0.9999999999998879,165,1.0000000000000002,0,0.012162234122720718,0.015713890821585887,0.06093617284448437,0.6192907741762455,0.15479131292302115,0.13525204440445643,0.0010807876055090194,0.00047165012649885913,0.0002775844068441891,2.3548568521726843e-05,0.0374,0.03845,0.18435,0.73405,0.00525,0.00035,0.0,0.00015,0.0,0.0
