# vmf_atol: 1e-07 | ps2_atol: 1e-07 | ps2_ratio: 2.0 | ode_method: dopri5 | ode_atol: 1e-07 | ode_rtol: 1e-05 | vmf_reg_method: extend | vmf_reg_type: ip | cache_svd_info: True
# frame = {Node('[H]0'): [End('[H]i'), End('[H]j'), Node('[H]15')], Node('[H]15'): [Node('[H]0'), Node('[H]14'), Node('[H]13')], Node('[H]14'): [Node('[H]15'), Node('[H]10'), Node('[H]9')], Node('[H]13'): [Node('[H]15'), Node('[H]12'), Node('[H]11')], Node('[H]10'): [Node('[H]14'), Node('[H]6'), Node('[H]5')], Node('[H]9'): [Node('[H]14'), Node('[H]8'), Node('[H]7')], Node('[H]12'): [Node('[H]13'), Node('[H]2'), Node('[H]1')], Node('[H]11'): [Node('[H]13'), Node('[H]4'), Node('[H]3')], Node('[H]2'): [Node('[H]12'), End('[H]0-2'), End('[H]0-3')], Node('[H]1'): [Node('[H]12'), End('[H]0-0'), End('[H]0-1')], Node('[H]4'): [Node('[H]11'), End('[H]1-2'), End('[H]1-3')], Node('[H]3'): [Node('[H]11'), End('[H]1-0'), End('[H]1-1')], Node('[H]6'): [Node('[H]10'), End('[H]2-2'), End('[H]2-3')], Node('[H]5'): [Node('[H]10'), End('[H]2-0'), End('[H]2-1')], Node('[H]8'): [Node('[H]9'), End('[H]3-2'), End('[H]3-3')], Node('[H]7'): [Node('[H]9'), End('[H]3-0'), End('[H]3-1')]}
# time ode_steps max_rank tr norm
# # ([H]0)-([H]15) ([H]15)-([H]13) ([H]13)-([H]11) ([H]11)-([H]3) ([H]11)-([H]4) ([H]13)-([H]12) ([H]12)-([H]1) ([H]12)-([H]2) ([H]15)-([H]14) ([H]14)-([H]9) ([H]9)-([H]7) ([H]9)-([H]8) ([H]14)-([H]10) ([H]10)-([H]5) ([H]10)-([H]6)
0.0 0 8 1.0 0.9964404361501844
# 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8
0.05000000000000001 464 49 0.9999993711570163 0.9964908993193056
# 49 9 9 12 12 9 12 12 28 12 12 10 10 8 8
0.10000000000000002 92 49 0.999999368467806 0.9966448437593705
# 49 9 9 12 12 9 12 12 28 12 12 10 10 8 8
0.15000000000000005 38 49 0.9999993618575825 0.9969025061968505
# 49 9 9 12 12 9 12 12 28 12 12 10 10 8 8
0.20000000000000004 26 49 0.9999993483821976 0.9972635772837117
# 49 9 9 12 12 9 12 12 28 12 12 10 10 8 8
0.25000000000000006 26 49 0.9999993241394326 0.9977277543309245
# 49 9 9 12 12 9 12 12 28 12 12 10 10 8 8
0.3000000000000001 20 49 0.999999284347013 0.9982947411009119
# 49 9 9 12 12 9 12 12 28 12 12 10 10 8 8
0.3500000000000001 20 49 0.9999992233253955 0.9989642475919313
# 49 9 9 12 12 9 12 12 28 12 12 10 10 8 8
0.4000000000000001 20 49 0.9999991345482923 0.9997359898389738
# 49 9 9 12 12 9 12 12 28 12 12 10 10 8 8
0.45000000000000007 20 49 0.9999990106480836 1.0006096897048877
# 49 9 9 12 12 9 12 12 28 12 12 10 10 8 8
0.5000000000000001 20 49 0.9999988434807966 1.0015850746744228
# 49 9 9 12 12 9 12 12 28 12 12 10 10 8 8
0.5500000000000002 14 49 0.9999986241283764 1.0026618776484142
# 49 9 9 12 12 9 12 12 28 12 12 10 10 8 8
0.6000000000000002 14 49 0.9999983429447714 1.0038398367448809
# 49 9 9 12 12 9 12 12 28 12 12 10 10 8 8
0.6500000000000001 14 49 0.9999979895938941 1.0051186950977828
# 49 9 9 12 12 9 12 12 28 12 12 10 10 8 8
0.7000000000000002 14 49 0.9999975530878925 1.0064982006547614
