frame,time_fs,epsilon_d_eV,epsilon_a_eV,gap_eV,coupling_real_eV,coupling_imag_eV,coupling_abs_eV,donor_c60_population,acceptor_c60_population,donor_transport_overlap,acceptor_transport_overlap,donor_residual_eV,acceptor_residual_eV,donor_back_residual_eV
17,8.5,-3.360017022470688,-3.2233744521613734,0.13664257030931468,0.030362340048615405,0.0,0.030362340048615405,0.002518534919587979,0.9905755304896319,0.9999999626721433,0.9998152366731953,0.09066355158269843,0.46749884187974267,0.05020395983847363
18,9.0,-3.3609547572438903,-3.227029719552997,0.1339250376908935,0.030189443374320515,0.0,0.030189443374320515,0.00249155193614115,0.9905234656445939,0.9999999605653573,0.9998302728673245,0.08928663542500778,0.4675824822691945,0.04921841464794797
19,9.5,-3.3637656704305017,-3.2287285757549586,0.13503709467554315,0.029946476498826622,0.0,0.029946476498826622,0.0024601768538563534,0.9904851397476884,0.9999999554532614,0.9998303739362999,0.087443157044996,0.46751944224456116,0.04859513380331832
20,10.0,-3.368347501901658,-3.228433361165899,0.13991414073575914,0.029639473143196007,0.0,0.029639473143196007,0.0024251892618777043,0.990461729871759,0.9999999483230407,0.9998197271781311,0.08542195902939494,0.46731684358912,0.04830422924093247
21,10.5,-3.3737547133011248,-3.2254423693417698,0.14831234395935505,0.029272378985454164,0.0,0.029272378985454164,0.002387800540451859,0.990460372145626,0.9999999403128358,0.9997875369045758,0.0835567494965182,0.46693700410297806,0.048348976967580976
22,11.0,-3.381529439513216,-3.2208873359300703,0.16064210358314565,0.028853819671611044,0.0,0.028853819671611044,0.0023479878381065696,0.9904671852254222,0.999999933241177,0.9997769515502126,0.08208231887067684,0.4665364624176028,0.04865392732189232
23,11.5,-3.3911367644618626,-3.214597846505253,0.17653891795660975,0.028402435353593224,0.0,0.028402435353593224,0.0023076182624406152,0.9904958191481241,0.9999999236722893,0.9997397016396723,0.08128819465569848,0.4661611251227606,0.04921648156870462
24,12.0,-3.401864661710905,-3.2060223110519392,0.1958423506589659,0.027916668204206258,0.0,0.027916668204206258,0.0022677106214041517,0.990545837398863,0.999999915061991,0.9996916643596316,0.08128728972139647,0.46577536216923915,0.05002908002282067
25,12.5,-3.4137417274401862,-3.1952235198749412,0.21851820756524507,0.027415694888342088,0.0,0.027415694888342088,0.0022295739554202836,0.9906170909060015,0.9999999083674425,0.9996312454897256,0.0821468472283633,0.4654900897913191,0.05105152976624327
26,13.0,-3.427196663973782,-3.18253335341755,0.2446633105562319,0.026919022653303502,0.0,0.026919022653303502,0.002194453418204365,0.9907040532685865,0.9999999039818493,0.9995804112043474,0.08382451507419617,0.4654087152021305,0.052191593470715274
27,13.5,-3.4408589581771776,-3.166988049900714,0.2738709082764636,0.02641832322188267,0.0,0.02641832322188267,0.002162411253288394,0.9908120611233683,0.9999999007362287,0.9994986843977682,0.08619285304804125,0.46542729230274965,0.05352833985454489
28,14.0,-3.4540677771445556,-3.1482018657243414,0.30586591142021424,0.02593364122217892,0.0,0.02593364122217892,0.0021353025711566545,0.990941100318637,0.9999998983236937,0.9994041395772529,0.08906689000989745,0.46545480052580446,0.05500013041765872
29,14.5,-3.4686154970423644,-3.127697872363262,0.3409176246791026,0.025481356320814233,0.0,0.025481356320814233,0.00211334177104236,0.9910787117638165,0.99999989917434,0.999359406740871,0.09224831492822157,0.465544376801224,0.056437882598512935
30,15.0,-3.483101859502775,-3.104628074039592,0.37847378546318333,0.025063153788197644,0.0,0.025063153788197644,0.0020975951070164654,0.9912300464343963,0.9999998964051404,0.9992864973922585,0.09550676529944266,0.4653132020969379,0.05782796489906654
31,15.5,-3.496492571526286,-3.079065882337544,0.4174266891887421,0.024702555284931184,0.0,0.024702555284931184,0.0020875981773765587,0.9913927921955019,0.9999999014741349,0.9992499954555121,0.09873401302258807,0.4645865665122772,0.059193540516628076
32,16.0,-3.508277228436853,-3.051229855152291,0.45704737328456213,0.024404044703576093,0.0,0.024404044703576093,0.0020836112322620516,0.9915654678404038,0.999999905510029,0.9992230874507793,0.10181834334605701,0.46310292299468275,0.060475902932116715
33,16.5,-3.5196940898803364,-3.0231295806395826,0.49656450924075374,0.02418049761717091,0.0,0.02418049761717091,0.0020844859943714234,0.9917375155254824,0.9999999162908276,0.9992782396741549,0.10467183102038886,0.4610155854634103,0.0615782650314213
34,17.0,-3.5295276580920163,-2.9941101312057183,0.535417526886298,0.024023745316443957,0.0,0.024023745316443957,0.002092256035941556,0.9919121639554567,0.9999999187924669,0.9993139451962689,0.10715463805139125,0.4576292302953848,0.06234066369822571
35,17.5,-3.5393348433214267,-2.9675098312943367,0.5718250120270901,0.023920298124474486,0.0,0.023920298124474486,0.0021058884731091775,0.9920777283943749,0.9999999297204264,0.999410943644556,0.10941729836207176,0.45412938095610367,0.06270138690453875
36,18.0,-3.547426305472996,-2.9418803824128057,0.6055459230601902,0.023878416561308433,0.0,0.023878416561308433,0.0021249648914446525,0.9922381279811323,0.999999935847597,0.9994869587761763,0.11130910665844805,0.4499228981009705,0.06269409939942779
37,18.5,-3.554237496728925,-2.9183994802965474,0.635838016432378,0.02389169304639521,0.0,0.02389169304639521,0.002149164132271498,0.9923869549618919,0.9999999425109859,0.999564036691796,0.1128858835653199,0.44559976358901127,0.06229263338988729
38,19.0,-3.559890744465076,-2.897533420686374,0.6623573237787022,0.02395916240936431,0.0,0.02395916240936431,0.0021780257935588906,0.9925180497449434,0.9999999480015314,0.9996284236920344,0.11417282393587565,0.44155403773310953,0.06150646282383543
39,19.5,-3.5644482237285593,-2.8794961924685305,0.6849520312600288,0.02408080543851822,0.0,0.02408080543851822,0.0022110890747950524,0.992624725228221,0.9999999518037564,0.9996756535160443,0.11521022018417537,0.43811756359452886,0.06036227620684036
40,20.0,-3.567941958418089,-2.8643526822784398,0.7035892761396494,0.02425646645992803,0.0,0.02425646645992803,0.002247910488371986,0.992700345727216,0.9999999535747118,0.9997039756854668,0.11606222166168574,0.43553843443866286,0.05889354273395343
41,20.5,-3.5703831773819696,-2.852094206344717,0.7182889710372523,0.02448492634511555,0.0,0.02448492634511555,0.002288080636306722,0.9927391742002671,0.9999999530068511,0.999712438123177,0.11682199651123173,0.43396458465585946,0.057131516651352944
42,21.0,-3.5717770779421922,-2.842699229317059,0.7290778486251329,0.02476331893866891,0.0,0.02476331893866891,0.0023312171609825207,0.9927370832195396,0.999999949815231,0.9997005622401496,0.11761086934701065,0.4334408766003894,0.05509993833993453
43,21.5,-3.5721390350881825,-2.8361695897717234,0.7359694453164592,0.02508699399966753,0.0,0.02508699399966753,0.0023769342966337022,0.9926919352813991,0.9999999437495538,0.9996689286913892,0.11856880339024886,0.4339175906851686,0.052814035089627814
44,22.0,-3.5715009219010603,-2.832534992297869,0.7389659296031912,0.025450772231957703,0.0,0.025450772231957703,0.0024248215887140725,0.9926035303548696,0.9999999343968301,0.9996191898884272,0.11983822027319964,0.435269633187328,0.05028221883458579
45,22.5,-3.569690199777642,-2.831860210386594,0.7378299893910479,0.02587437658092238,0.0,0.02587437658092238,0.002475996826485672,0.9924767954355823,0.9999999191961155,0.9995339568719201,0.12152095410280696,0.437238444940329,0.04745016250140279
46,23.0,-3.5674742056284217,-2.8340870050307876,0.7333872005976342,0.026293213368860133,0.0,0.026293213368860133,0.002525506801935763,0.9923043808078976,0.9999999042580612,0.9994936284548347,0.12377382493934333,0.43983895981711413,0.0444968674280854
47,23.5,-3.5639937093906155,-2.8390620764420853,0.7249316329485304,0.02675298122652988,0.0,0.02675298122652988,0.002576632506583165,0.9921012017288005,0.999999885282663,0.9994026158484328,0.12654393607680323,0.44255883808259733,0.041297411586616165
48,24.0,-3.560017262986585,-2.846717571277519,0.7132996917090664,0.027228274703711954,0.0,0.027228274703711954,0.002627166296880382,0.9918675336932974,0.9999998640183493,0.999324128322358,0.12980701985199855,0.4452271507349424,0.03791021084656184
49,24.5,-3.5553564416081307,-2.856509126840384,0.6988473147677468,0.027709261034092724,0.0,0.027709261034092724,0.002675878926578666,0.9916085937857612,0.9999998424222364,0.9992648377639526,0.13348369040489821,0.4475897067051137,0.03441191750729644
50,25.0,-3.550056923748326,-2.8678784173393597,0.6821785064089664,0.028185662129292518,0.0,0.028185662129292518,0.0027215975294176058,0.9913294703543517,0.9999998220175713,0.9992276005878297,0.13744456296357613,0.4494497486279628,0.030881150859805886
51,25.5,-3.5442015271627194,-2.8802157648764144,0.663985762286305,0.028647997359522115,0.0,0.028647997359522115,0.0027632291740022894,0.9910356497820357,0.9999998044409424,0.9992179623883576,0.14152750434339226,0.45068674989287905,0.02741448038142569
52,26.0,-3.538305034365664,-2.8925896680967966,0.6457153662688673,0.029054772341398905,0.0,0.029054772341398905,0.002799008010301113,0.9907305207892488,0.9999997911714327,0.9992313716131361,0.14546451411171568,0.45105727785972183,0.024078369973447106
53,26.5,-3.531631218754652,-2.9049688720228586,0.6266623467317933,0.029462060034148415,0.0,0.029462060034148415,0.002830127698141771,0.9904243601529936,0.9999997825810173,0.9992819296552782,0.14925114134483414,0.4509729545070659,0.021074720131236842
54,27.0,-3.524146727128269,-2.916572066610616,0.6075746605176527,0.029825418043434512,0.0,0.029825418043434512,0.0028549460961754002,0.99013190587269,0.9999997808003891,0.9993847296345902,0.15261057798146901,0.45034491748856786,0.01854853788074557
55,27.5,-3.5181316191433116,-2.9280051166111734,0.590126502532138,0.030127226673996976,0.0,0.030127226673996976,0.00287440493832791,0.9898422894885625,0.9999997783448731,0.9994290878283677,0.155437100099541,0.4495633582431128,0.016418044523954484
56,28.0,-3.5115287375838635,-2.937578599631362,0.5739501379525015,0.030344673887518728,0.0,0.030344673887518728,0.002887167104134015,0.9895761982130673,0.9999997875633647,0.9995471563372853,0.15747065282520678,0.4482530973881485,0.014879509505344968
57,28.5,-3.5051152247036708,-2.9458494709228935,0.5592657537807773,0.03047941004623121,0.0,0.03047941004623121,0.0028941510764772804,0.9893353495896262,0.9999997995157721,0.999646524335731,0.15864146164963322,0.4467384171150084,0.013871755040908016
58,29.0,-3.4990798738536384,-2.95290150072489,0.5461783731287478,0.030529629558975684,0.0,0.030529629558975684,0.0028959626350544545,0.9891235510146164,0.999999815582703,0.9997380380982163,0.15885843466321095,0.44513546092232426,0.013296152903472584
59,29.5,-3.4935181937750426,-2.9588268046398625,0.5346913891351804,0.03049635575514308,0.0,0.03049635575514308,0.0028932243361547727,0.9889438403122889,0.9999998353403374,0.9998180598634754,0.1580629019922856,0.44352188461944864,0.013003924591190479
60,30.0,-3.4884855350852124,-2.96372764374204,0.5247578913431721,0.03038183832636296,0.0,0.03038183832636296,0.002886522515811416,0.988798489794205,0.9999998578332896,0.9998821926482082,0.15623342469780788,0.4419543479279927,0.012836674138759593
61,30.5,-3.484002782902038,-2.967681020321101,0.5163217625809372,0.030187596031402354,0.0,0.030187596031402354,0.002876307351597669,0.9886893186387439,0.9999998817309782,0.9999263057736233,0.15338550388993305,0.44046538313520794,0.012664834515296377
62,31.0,-3.4791136545910444,-2.970356808319329,0.5087568462717152,0.029936754811195853,0.0,0.029936754811195853,0.002863340696454654,0.9886261220110116,0.9999999078069441,0.9999500835884308,0.1496377225017736,0.43908803234408844,0.01240800648061445
63,31.5,-3.4760900268516806,-2.9727761460927558,0.5033138807589246,0.029595199467383617,0.0,0.029595199467383617,0.002846998669645582,0.9885887755158455,0.9999999273383067,0.9999380598667887,0.14498948714265894,0.43788747010447454,0.012060421194542061
64,32.0,-3.4740029507546777,-2.974455411614379,0.4995475391402991,0.02916469779547573,0.0,0.02916469779547573,0.0028267776963749798,0.9885867433655007,0.9999999457633492,0.9998974614455768,0.13957055239487132,0.43671047297579724,0.011659737037772434
65,32.5,-3.4719384628268464,-2.975058406045968,0.49688005678087843,0.02866595826185746,0.0,0.02866595826185746,0.0028031649400910063,0.9886291212463079,0.9999999627141589,0.9998180877354308,0.13353485568993,0.435460714536428,0.011343923247672012
66,33.0,-3.4695700275460535,-2.974953055794638,0.4946169717514157,0.028133583460765874,0.0,0.028133583460765874,0.0027790377766820605,0.9887226859121485,0.999999976049017,0.9996878387944835,0.12697661049375533,0.4341705895866987,0.011390784214121886
67,33.5,-3.4687400542994737,-2.9746557234742643,0.49408433082520936,0.02754640735371187,0.0,0.02754640735371187,0.002749568926049981,0.9888333121278133,0.9999999808362114,0.9995297382259841,0.12028519837789357,0.43307284931124784,0.012055816077890903
68,34.0,-3.468634246687724,-2.974113862743157,0.49452038394456654,0.026929033500729282,0.0,0.026929033500729282,0.002716623763911106,0.9889664130494993,0.999999981866322,0.9993140107455948,0.11350588219742945,0.43207211710591537,0.013584052404640824
69,34.5,-3.4692474968583573,-2.9734686879961343,0.49577880886222314,0.026297479883326473,0.0,0.026297479883326473,0.002679962010827325,0.9891092126520921,0.9999999781600305,0.9990495587109081,0.10679266274052272,0.4312778720649976,0.0160494343384042
70,35.0,-3.4705156565976294,-2.972851174275835,0.4976644823217945,0.02567265180276792,0.0,0.02567265180276792,0.0026396695218097945,0.989246486803666,0.9999999708124371,0.9987427202172119,0.10024604116316406,0.43087357928478276,0.01938704357494926
71,35.5,-3.4723441177495804,-2.9723926126131808,0.49995150513639935,0.02507964975403333,0.0,0.02507964975403333,0.0025960789591725143,0.989360847358321,0.9999999612198431,0.9984053272261292,0.09391869730213369,0.4311173226730275,0.023473486111641583
72,36.0,-3.4746070496010906,-2.9722099084726628,0.5023971411284278,0.024547744344100418,0.0,0.024547744344100418,0.002549780510224685,0.9894343214447129,0.9999999508437889,0.9980571417645043,0.08782509445303713,0.43230852909571,0.028176330240076746
73,36.5,-3.477972211083437,-2.9727254344737224,0.5052467766097146,0.024111677953957193,0.0,0.024111677953957193,0.0025008188245367927,0.9894452206675696,0.9999999428004668,0.9977587392948466,0.08195441679213901,0.4348365384842382,0.033286491707626265
74,37.0,-3.4804932436100984,-2.973126950152335,0.5073662934577633,0.02380440007811447,0.0,0.02380440007811447,0.00245188058483356,0.9893957552875455,0.999999931963627,0.99747158772606,0.07628977339301651,0.4386134681445665,0.03880152829259096
75,37.5,-3.482036982574897,-2.973415604274061,0.508621378300836,0.023637238720044713,0.0,0.023637238720044713,0.0024023602107496943,0.9892723293588394,0.9999999242802169,0.9972859024496724,0.0709280087943855,0.4434684753002531,0.044533835298273865
76,38.0,-3.4855374432459953,-2.9755843824070496,0.5099530608389459,0.023622656265839665,0.0,0.023622656265839665,0.0023532346572096804,0.9890681329051296,0.9999999222202319,0.997256617924926,0.06577195882080324,0.4496422216617094,0.050174130667248906
77,38.5,-3.487972346351017,-2.9770237694021993,0.5109485769488173,0.023791340892541576,0.0,0.023791340892541576,0.002305604391404994,0.9888139908560092,0.9999999182326659,0.997394038352051,0.06094113322591304,0.45604393252866665,0.055660169318842635
78,39.0,-3.4900537207933975,-2.9779544498210297,0.5120992709723676,0.024138824572277392,0.0,0.024138824572277392,0.0022602326385146383,0.9885267302043266,0.9999999168888246,0.9976513008115259,0.05640162648005979,0.46214931473638865,0.06084641714658841
79,39.5,-3.4918219318826638,-2.9779983307724103,0.5138236011102536,0.024652977762329,0.0,0.024652977762329,0.002217622827800117,0.9882265727921078,0.999999917546128,0.9979886034658668,0.05213029491675217,0.4673635090914038,0.06564071831037893
80,40.0,-3.4932281912319016,-2.9767926988219573,0.5164354924099442,0.025315944078122113,0.0,0.025315944078122113,0.0021781833232062246,0.9879311313051226,0.9999999199906505,0.9983536491795346,0.04808927674979993,0.47124551846601964,0.06999699376361466
81,40.5,-3.4934582808135732,-2.9731352718442454,0.5203230089693277,0.026111476194893346,0.0,0.026111476194893346,0.0021435498229338025,0.9876583744821191,0.9999999222037834,0.9987541749235805,0.044248994769339585,0.47352117532373816,0.07388242275403369
82,41.0,-3.4940469483126906,-2.9691223769916872,0.5249245713210036,0.027009816022429137,0.0,0.027009816022429137,0.002111587955423021,0.9874067271916455,0.9999999290437966,0.9990079051814346,0.04059471747626659,0.47430816989182484,0.0773516574243482
83,41.5,-3.494590573716695,-2.964306908447937,0.5302836652687577,0.0279769477822206,0.0,0.0279769477822206,0.002083585393224334,0.9871823972592354,0.9999999355380952,0.9992459916494973,0.037274908683947644,0.47357541729543706,0.0803772232272196
84,42.0,-3.4949970873892293,-2.9590941002613627,0.5359029871278664,0.02900798204451844,0.0,0.02900798204451844,0.0020595540904757787,0.9869875784828508,0.9999999423906,0.9994224591690084,0.03451606294385483,0.4714843423898393,0.08301609941987541
85,42.5,-3.492387812046563,-2.9514061399959584,0.5409816720506044,0.030087678409471585,0.0,0.030087678409471585,0.002039781937512028,0.9868244612411805,0.9999999503786684,0.9995505239317476,0.03324987845868278,0.46788591155902975,0.08542938523604303
86,43.0,-3.4904603623262846,-2.9449528406402914,0.5455075216859934,0.031190502416762887,0.0,0.031190502416762887,0.002025397426311806,0.9866904095513929,0.9999999573531302,0.9996604113220955,0.03332667053729223,0.463645383199232,0.08740409075319779
87,43.5,-3.4881653820600507,-2.939394307481695,0.5487710745783557,0.03230984159773307,0.0,0.03230984159773307,0.0020161330917370965,0.9865834103465402,0.9999999645502865,0.9997255890981577,0.035294130602006014,0.4588015803161256,0.08903311320065327
88,44.0,-3.4854542275229856,-2.935242139051894,0.5502120884710918,0.0334363525152019,0.0,0.0334363525152019,0.0020122279850560173,0.9865007842695788,0.9999999710655376,0.9997664982257524,0.03915440427296372,0.45362846254336947,0.09032959521595933
89,44.5,-3.4840404185253613,-2.9342082732114227,0.5498321453139386,0.03456309377113894,0.0,0.03456309377113894,0.00201422442379886,0.9864393595638785,0.9999999761392653,0.9997892727410245,0.04441679127776184,0.44856889947212897,0.09121593613614008
90,45.0,-3.4806259880216914,-2.9342035630624674,0.5464224249592243,0.0356942297090954,0.0,0.0356942297090954,0.0020224489808326846,0.9864019395681048,0.9999999796651071,0.9998048745835405,0.05100244062031949,0.44356679868671534,0.09183485561799826
91,45.5,-3.4764846963864238,-2.936520420657488,0.5399642757289357,0.03680646097020735,0.0,0.03680646097020735,0.002037102241724244,0.9863802294604735,0.9999999807255001,0.9998084770394545,0.058356816025188975,0.43894389468015793,0.09213076927514818
92,46.0,-3.472226702933756,-2.942007581266894,0.5302191216668619,0.037901056755442704,0.0,0.037901056755442704,0.0020590307639727474,0.9863710133915864,0.9999999797305433,0.9998025979535856,0.06608799050382322,0.43497035852968413,0.09206736291560856
93,46.5,-3.4672618050230866,-2.9503381435397484,0.5169236614833381,0.03897726631715464,0.0,0.03897726631715464,0.0020881451112899543,0.9863693484351348,0.9999999773875624,0.9997888130648916,0.07394996015150353,0.4317223741878518,0.09169021687405082
94,47.0,-3.462643285934756,-2.9624201060250033,0.5002231799097527,0.040084953967238504,0.0,0.040084953967238504,0.002127320482365617,0.986389189022248,0.9999999716287642,0.9997716232941432,0.08181979026397485,0.4295297062259379,0.09087970093739291
95,47.5,-3.457547205918997,-2.9769362030029347,0.4806110029160623,0.041158191565872575,0.0,0.041158191565872575,0.002174445104038661,0.9864117550709088,0.9999999678516396,0.9997488098216362,0.08944916030241029,0.4281672492176204,0.08975238575429104
96,48.0,-3.4521952972327274,-2.9939840196516196,0.45821127758110786,0.04221637982957473,0.0,0.04221637982957473,0.002230384599384999,0.9864394891560337,0.9999999623842154,0.9997245614026252,0.09677161230217023,0.4277261592811042,0.08830827557340476
97,48.5,-3.446750646505521,-3.013263661474128,0.4334869850313924,0.04325379503577627,0.0,0.04325379503577627,0.0022950073420862317,0.9864696340417983,0.9999999565915584,0.9997009288765475,0.10368622267600233,0.42816450191592925,0.08657974766567458
98,49.0,-3.44137956532638,-3.0344019844896133,0.4069775808367666,0.04426331844255411,0.0,0.04426331844255411,0.0023679134761715845,0.9864997855251934,0.9999999509036162,0.9996801271079948,0.11010686705468663,0.4293962934368731,0.0846077149635357
99,49.5,-3.436238931745179,-3.0569815490115158,0.37925738273366344,0.045237409538772894,0.0,0.045237409538772894,0.0024485331737247513,0.9865284496464124,0.9999999455863123,0.9996637042676226,0.11595498862526973,0.4312979119236657,0.08243708536233171
100,50.0,-3.431432856667509,-3.0805286247088963,0.35090423195861287,0.04616756385910492,0.0,0.04616756385910492,0.0025361667542323873,0.986555199215593,0.9999999407352205,0.9996527791236597,0.1211537735219858,0.4337137053038493,0.08011594040285067
101,50.5,-3.4269306943307125,-3.104456661948798,0.32247403238191436,0.047043194373749486,0.0,0.047043194373749486,0.002629799688776248,0.9865802091739245,0.9999999367004104,0.9996487671809321,0.12562256420177578,0.4364684671045153,0.07770285242405929
102,51.0,-3.4228088652091126,-3.1282670401022377,0.294541825106875,0.04785597817646606,0.0,0.04785597817646606,0.0027278503082668578,0.9866044063830309,0.9999999348496345,0.9996530277018674,0.12927782254344145,0.4394145777913963,0.07526446819773544
103,51.5,-3.4193508133371515,-3.151671128854094,0.2676796844830575,0.04860138991507249,0.0,0.04860138991507249,0.0028289967430712285,0.9866312483442001,0.9999999348079208,0.9996638859468464,0.13205623050904383,0.4424417341553451,0.0728408716822084
104,52.0,-3.416630374496465,-3.1742651066175713,0.24236526787889365,0.04927178207532478,0.0,0.04927178207532478,0.0029320356935095405,0.9866652391240331,0.9999999356055249,0.9996805315147411,0.13390833019332213,0.44545542683481026,0.07046309104668413
105,52.5,-3.414668260090561,-3.1956731735114237,0.218995086579137,0.04985887523745922,0.0,0.04985887523745922,0.0030356764983412803,0.98671108604801,0.9999999369681357,0.9997015758021829,0.13480007434468058,0.4483865940434542,0.06815224121633803
106,53.0,-3.4134334433740467,-3.2155350539991487,0.19789838937489815,0.050355656291639316,0.0,0.050355656291639316,0.0031384087796029058,0.9867730580420002,0.999999938879373,0.9997250122496331,0.1347148130237715,0.45118928220925963,0.06592014018622372
107,53.5,-3.41279643289737,-3.233600996045334,0.1791954368520363,0.05073419478368118,0.0,0.05073419478368118,0.0032404314470924032,0.9868545805602392,0.9999999377426853,0.99974395885158,0.13370463337662014,0.45374516405510257,0.06369786800120344
108,54.0,-3.4129668428718194,-3.2493952434942446,0.16357159937757473,0.05106246260344922,0.0,0.05106246260344922,0.003334602452920873,0.9869586346297342,0.9999999471415486,0.9997747688671784,0.13166084025494276,0.4563368665624485,0.06168061931838534
109,54.5,-3.4135991758801376,-3.2627503875642727,0.15084878831586487,0.05127912361030597,0.0,0.05127912361030597,0.003423520552650443,0.9870859735712852,0.9999999486735717,0.9997914022315046,0.12872892048564671,0.45874604722450374,0.05968975194066794
110,55.0,-3.4148728504577597,-3.27357541353767,0.14129743692009,0.05140943105661423,0.0,0.05140943105661423,0.003504767575062873,0.9872366644534084,0.9999999518886583,0.9998051381262558,0.12497372966082926,0.4610547957294984,0.057736618085473465
111,55.5,-3.4167519787265617,-3.2816611851272746,0.13509079359928725,0.05146612161560492,0.0,0.05146612161560492,0.0035767233771410167,0.9874082626578657,0.9999999550153155,0.99981313720154,0.12049368635598412,0.4632948626654347,0.055805144989008286
112,56.0,-3.4197945882118184,-3.2871848260624192,0.1326097621493993,0.05147941478990468,0.0,0.05147941478990468,0.0036375853558646234,0.9875967225933416,0.9999999587364492,0.9998137458244015,0.1154094795418676,0.4655148945495848,0.05387274791091985
113,56.5,-3.4226780985466934,-3.2889693530442576,0.13370874550243575,0.051465016472825684,0.0,0.051465016472825684,0.003683489109723399,0.9877949651107922,0.9999999629203908,0.9998098452550173,0.10979479004914156,0.4677038834948611,0.05200439542687318
114,57.0,-3.4253406561483546,-3.287420553149699,0.13792010299865565,0.05141397155152542,0.0,0.05141397155152542,0.0037184225411525393,0.9879968843641849,0.9999999601929717,0.9997974694933811,0.10382588102577069,0.46990132198109075,0.050142766680216694
