frame,s1_eV,s2_eV,s3_eV,s4_eV,frac1,frac12,frac123,donor_span_eV,acceptor_low_span_eV,acceptor_high_span_eV,acceptor_middle_gap_eV,low_acceptor_coupling_norm_eV,high_acceptor_coupling_norm_eV
0,0.13758073354338407,0.016827547033704027,0.007004544024350436,0.0034249687299646933,0.982152712974025,0.9968455413428037,0.9993913368619233,0.4351034789192024,0.037629504283331165,0.10309294799805012,0.8867753490920097,0.07839424987377812,0.11457207432889181
1,0.13756714332177647,0.016312384007799993,0.007013990083215531,0.0033362060522680163,0.983044109874777,0.9968663502284162,0.9994218383258789,0.44743682718933575,0.03125715927417992,0.10575815736110686,0.887477804255448,0.07838772247752272,0.11448364112933172
2,0.13750344729761532,0.015808132326305936,0.006972963612822555,0.003248978037577173,0.9839159692866154,0.9969204184711496,0.9994506812945286,0.45817633526303997,0.035091153753880014,0.10984499980075743,0.8801694960416043,0.07836009046277607,0.1143502049358637
3,0.13737726534173295,0.015333318537271042,0.006864081556700788,0.0031619065631726295,0.9847519991156751,0.9970198772436141,0.999478330793911,0.4670537942681329,0.04454244557506603,0.11653587429103555,0.8691914778085063,0.0783108504807058,0.1141584322591114
4,0.13719300403646406,0.014895602135873175,0.0066910773073438875,0.003073151972525939,0.985543327167377,0.9971612347597737,0.9995054845494554,0.47388523273083705,0.05560292998151574,0.12313809279201457,0.8586359733965706,0.07822879918388972,0.11392220624779523
5,0.13695061365230357,0.014507044469488682,0.00645906421082405,0.002978914201329219,0.9862725776292929,0.9973395003573965,0.9995333567558885,0.4785450858822503,0.0679362806095517,0.12887939956624359,0.8488599377460923,0.07811208619638804,0.11364427108010647
6,0.13658346181351738,0.014175811998506678,0.006187340949867453,0.0028736509287889925,0.9869067995024625,0.9975378406443756,0.9995631343151365,0.4810178454905167,0.08072436621898926,0.13341807246231394,0.8404382862393783,0.07803183301421623,0.11319703962963636
7,0.13620000377995933,0.013907383517073851,0.005882689792089751,0.0027564676601667805,0.9874577498856812,0.9977534324903555,0.9995955451137876,0.4814328356631765,0.09403010778115001,0.1375117176846434,0.8326529747684718,0.07782123208945917,0.11282693089498595
8,0.13575770291674566,0.01368620578967518,0.00558190629083841,0.002626128732559948,0.9879195833444067,0.9979601625028349,0.9996303211067368,0.4802898651384615,0.10692739031364873,0.14075356489072738,0.8263206453132149,0.07761992533419476,0.11238624271334287
9,0.13524159362664578,0.013549510447192456,0.005289901055837272,0.002488291584830591,0.9882341007397633,0.9981535254376671,0.9996654648023233,0.477476738553611,0.11909202867706466,0.14380536207256475,0.8207568075155045,0.07733614157541131,0.111924857535996
10,0.13464245468346675,0.013507566759380975,0.005021684876445884,0.0023617539788193015,0.9883736005379239,0.9983210408236155,0.9996958930070998,0.47356100668945394,0.1301318563097005,0.14692979685271854,0.8159308043804455,0.07701017174959068,0.11140589576365267
11,0.13396763042123835,0.013569063729353901,0.004784969083014214,0.0022807056593309527,0.9883137456999852,0.998452739291392,0.9997135600662722,0.46903104623261677,0.13985325129142295,0.1504392959855881,0.8115742660130677,0.07663833053340516,0.11084272340417857
12,0.1332139583191711,0.013739862368448777,0.004577798687900586,0.002282026802501714,0.9880324689457415,0.9985432869267703,0.9997100565966724,0.46444187072962534,0.14813318236460096,0.15449213601510514,0.8074777320799463,0.07622167897294838,0.11023230946807229
13,0.1323825148861754,0.014027518619244318,0.004393043029928992,0.0023845796493217777,0.9875044941058682,0.9985921447650281,0.9996795933709017,0.46036862441457743,0.154895129796795,0.15911728082931362,0.8035099900931079,0.07576241428364955,0.10957619794134636
14,0.13147630310978775,0.014436828548945787,0.004222915083518745,0.0025786194185543894,0.9867055575311929,0.9986025230840795,0.9996204516532115,0.457373872657477,0.16011117950799827,0.16415010281593367,0.7996844799010272,0.07526336197116876,0.10887767876233223
15,0.1305004891510721,0.014967928235176068,0.004061788726206438,0.0028346895433347306,0.9856141451795956,0.9985801456529932,0.9995349564213405,0.4559423008971239,0.16379154118259645,0.16926547371611916,0.7961393012539434,0.07472798886562229,0.10814193366537027
16,0.12940935161902734,0.015582227225059295,0.003909267142506862,0.0031109692325722964,0.9842625072011051,0.9985329906369157,0.9994311849854886,0.45639452776331435,0.16619262499999304,0.17375039600887052,0.7930395316733313,0.0740901578296767,0.10735546145251071
17,0.12835743479115364,0.01634104852942624,0.0037816127315511493,0.00338284571751713,0.982540134018897,0.9984647174412812,0.9993175471948393,0.45881540637826157,0.16683779898280823,0.17800305938994623,0.7906957384825162,0.07355090278787435,0.1065770607227227
18,0.12722604163869589,0.017157145142954477,0.003824254863151905,0.0034773177604591546,0.9805492459988895,0.9983815487990112,0.9992675025165361,0.4629763842641168,0.16665943749159612,0.18065654336647546,0.7891091065585262,0.07288424124372277,0.10580849371813184
19,0.1260950013692741,0.018035133930728788,0.00405918146148686,0.0033644520802187175,0.9782771002928794,0.9982897636402812,0.99930354214609,0.4684482663466623,0.16491443563479416,0.18221057747604674,0.7886485661620962,0.07229668475008347,0.10500572028371108
20,0.12492102486790771,0.018941079784547503,0.004305197566675327,0.0032199664027944834,0.975760075461628,0.9981927695573434,0.9993517020507665,0.474684850729196,0.16222719660055837,0.1820691150525066,0.7892030613018877,0.07165262188382779,0.10420571790621407
21,0.12380020671473065,0.01989678359725902,0.004538781895193942,0.0030756128690422203,0.9729602449349272,0.9980917274562288,0.9993994962904641,0.4809991939522581,0.15859911220068518,0.18028265393419382,0.79089284398996,0.0709989599939425,0.10349676707761013
22,0.12272113260889307,0.020882826755720514,0.004754601337084516,0.0029353573283037804,0.9699046053729286,0.9979892467822455,0.9994451031428989,0.4868817322374777,0.15400897945657027,0.17721417671880677,0.7937444493305875,0.07037654593354421,0.1028344941209034
23,0.1217054228775246,0.021873694490238304,0.0049493484859691435,0.0028001872881866898,0.9666647899017692,0.9978896373076716,0.9994882825817519,0.49197350736966694,0.1486728899639482,0.17259713794346163,0.7977777880693622,0.06975831511456702,0.1022584130529642
24,0.12075200465450371,0.02283941671810469,0.005117444149618971,0.0026700207113655922,0.9633353529657429,0.9977988082058867,0.9995290030875715,0.49604270397415606,0.14277054354460791,0.1665722535705082,0.8029810944168825,0.06915357055761762,0.10175355771893545
25,0.11989052520296624,0.023779176417375168,0.005248272057679061,0.0025479553230043418,0.9599628190294099,0.9977268464960946,0.9995664209352706,0.49882229649963195,0.1367711637106831,0.15903690440527304,0.8093888479131063,0.06859472805723303,0.101331076098132
26,0.11907566059938524,0.02470939955886839,0.0053600930048671265,0.002419305938843212,0.9564806062563236,0.997667074612328,0.9996051685374098,0.5006488384159355,0.13026155454327978,0.1513802367423171,0.8166098362969266,0.06806351472259828,0.10095300379678145
27,0.11837661344470275,0.02560970601372143,0.005430341667337293,0.0022938647897190467,0.9530314987051344,0.9976366090475126,0.9996421417265514,0.5010548580607544,0.12468322408189503,0.14278210160237886,0.8247618994702787,0.06762538544245343,0.10065007363535783
28,0.1177733340366009,0.026491924355468956,0.005475912073443869,0.0021635257240563634,0.949579916691599,0.9976267306285291,0.999679548943226,0.5004466355433789,0.11943445052260884,0.13401136160290197,0.8333943130116087,0.06722607456106956,0.10043755085552879
29,0.1172597857650186,0.0273604082909663,0.005496973109293634,0.002026726424558877,0.9461275393816185,0.9976381429841673,0.9997173547112358,0.49887694048135156,0.11400713135986412,0.12546600214662434,0.8421808683114335,0.06689758597263454,0.1002870212136382
30,0.11683110036354624,0.028202039179035833,0.005496724938602885,0.0018806797308514923,0.942735812173962,0.9976689104330657,0.9997557116484632,0.49645604432527224,0.10798908804556175,0.11756062223422174,0.8506824027771146,0.06665168838718692,0.10018065882420077
31,0.11649674910791745,0.02901033892123418,0.0054812881718648895,0.0017259404168294128,0.9394561713067737,0.9977140297769737,0.9997937943747105,0.4933054283727311,0.10133821836142046,0.11071199939804094,0.8584222406574183,0.06648856314060153,0.10012685293607126
32,0.11625937612985791,0.029777514726710846,0.005454556696329727,0.0015631270391186767,0.936343115814079,0.9977696400386623,0.9998307348319218,0.4895676979480666,0.09418746664420449,0.10550108937027668,0.864959212124214,0.06640894083231683,0.10012487729743788
