frame,s1_eV,s2_eV,s3_eV,s4_eV,frac1,frac12,frac123,donor_span_eV,acceptor_low_span_eV,acceptor_high_span_eV,acceptor_middle_gap_eV,low_acceptor_coupling_norm_eV,high_acceptor_coupling_norm_eV
0,0.14189899473711481,0.012049871023212654,0.006163812918793526,0.003489682774864202,0.9903903987871243,0.9975322793137803,0.9994010098462465,0.3918107310283465,0.2211009099414169,0.09060900364352906,0.8111832604241568,0.08416971080821425,0.11509193871470083
1,0.14201229224107723,0.012087986436502711,0.005967954785402571,0.003397762539692154,0.9905072021718396,0.9976837187228755,0.9994329885739182,0.3890742137024721,0.22636776192685432,0.09781452201972256,0.8068613371561042,0.08453139129999768,0.11495745179472965
2,0.14196221407866033,0.012303377292940447,0.0057837568897595145,0.0033136994824289764,0.990377669085582,0.997816488152653,0.9994603880596048,0.38671918435979896,0.2292004842544555,0.10638514417992895,0.8028555199631405,0.08462870864519546,0.11483491385460319
3,0.14173937053350782,0.012721492360549402,0.005625750044372333,0.0032502289834766165,0.9899453814570394,0.9979199346133947,0.9994794551527457,0.3850659373459356,0.2300090690819316,0.11534936074799795,0.7992319641961481,0.08450668051402949,0.11468530650271232
4,0.1413198370558204,0.013371962001003298,0.0055126353712106856,0.0032177050076285752,0.9891261557361333,0.9979821167853704,0.9994872119652362,0.38476723307521016,0.22910330695979553,0.12579961350647445,0.7950369050151954,0.08432222285956313,0.11437049977819509
5,0.14072087125887747,0.014213154583031231,0.005450472913180548,0.003200371952049272,0.9879285648302952,0.9980069156326247,0.9994890135037378,0.38577364160013566,0.2268674826566346,0.1367403223245163,0.7909066728533276,0.08389062393648387,0.11404687905512774
6,0.13994665862400768,0.015292873498487531,0.0054080621813523,0.0031770891114663675,0.986241859421713,0.9980189104372877,0.9994917034564866,0.3887352969176848,0.22379644494161705,0.14933415787684243,0.7858371123272142,0.08346766816190823,0.11354042735192789
7,0.1389796085327752,0.016505703607598527,0.005398486635157616,0.00313874525685909,0.9841321976474259,0.9980131529927715,0.9994980465870252,0.39346343763880665,0.22040901080777306,0.16236674218202943,0.7806790776299225,0.08280973743751466,0.113001383198493
8,0.13784221239191866,0.017848631352286336,0.005408028239324598,0.0030869141196244905,0.9815397933400009,0.9979968923013594,0.999507742280011,0.40002791457407044,0.21769416730771898,0.17625626235147657,0.7749154940246029,0.08214022513038621,0.11229785564291678
9,0.13656646165915415,0.019291522281257835,0.0054281682726804925,0.0030259000842650934,0.9784491902864618,0.9979738359678496,0.999519648301714,0.40793206763469475,0.2168740152591093,0.1906604399817513,0.7685703652080419,0.08153580633231808,0.11141406845584947
