frame,s1_eV,s2_eV,s3_eV,s4_eV,frac1,frac12,frac123,donor_span_eV,acceptor_low_span_eV,acceptor_high_span_eV,acceptor_middle_gap_eV,low_acceptor_coupling_norm_eV,high_acceptor_coupling_norm_eV
0,0.13271789090428399,0.02122994362258193,0.005826982108228651,0.0033418825110239306,0.972620875863487,0.9975084361849901,0.9993833098681344,0.43227877102755485,0.07734585884551257,0.1179675729656307,0.8741351389486094,0.07485832037749046,0.11183068828263351
1,0.13188614200331308,0.02058373272886383,0.005874910736389122,0.003383790527501173,0.9737088589214432,0.9974269133305814,0.9993590299554224,0.4190021739328663,0.06619973600407772,0.11219549926399253,0.873249197957916,0.07405628840689783,0.11126219154528767
2,0.13114683810051228,0.019959717051672224,0.00589440149669333,0.0034254401394863943,0.9747869638077857,0.9973658661256454,0.9993349920628559,0.40583781576268585,0.062794548452384,0.1172457150491134,0.8722380834783667,0.07331824477805499,0.11076459741435171
3,0.1304965314824829,0.019375854375928196,0.0058814336856461355,0.003465831105208987,0.9758169737440712,0.9973295367135006,0.9993116881899033,0.39358996025941395,0.07391806270168372,0.12656784447506383,0.8709788737105438,0.07263481229463815,0.11034290077810618
4,0.12990442807654842,0.018856385245580313,0.005828887711610186,0.003503112231935328,0.976742972949739,0.9973231577384373,0.9992897021701797,0.3829625371587859,0.08984238918261232,0.13634449762605302,0.8679588117668875,0.07200923227803295,0.10996200203896468
5,0.12936662898276155,0.018423857717318325,0.0057324242652748375,0.0035343271405698143,0.977524584928982,0.9973510051959958,0.999270380122531,0.37462582156248236,0.10858109059948758,0.14631281270403093,0.8610129690873466,0.07144434040636614,0.10961852766637781
6,0.12888103491567943,0.01809290452260855,0.00559732967936087,0.003555933177450268,0.9781335751407348,0.9974104540729016,0.9992553926490509,0.36914490281595,0.12903048559638658,0.15752265292038362,0.8490829935995449,0.0709356051248529,0.1093150906365343
7,0.12850497543074962,0.01786280888553997,0.005440461146830096,0.0035674589338647754,0.9785833046030983,0.9974918194848331,0.9992458184891082,0.36686251692838806,0.1490985409282447,0.17032224487067907,0.8332526776074223,0.07047485774435615,0.10912482970610592
8,0.12812682683964233,0.017754506193285984,0.005268237149268677,0.0035510012006175046,0.9787988949143476,0.9975933840153004,0.9992481781084446,0.36804412959599325,0.16771528459862264,0.18366710974816278,0.8155576102257424,0.07006801019287827,0.10891530712421252
9,0.1277811481760021,0.01776526891684008,0.005106314572749604,0.003497132929315114,0.9787848800590636,0.9977038397263414,0.9992668751160669,0.37254325030492913,0.18398554147636884,0.1955326370311239,0.7986261286646551,0.06970865944743661,0.10873193548423353
