frame,s1_eV,s2_eV,s3_eV,s4_eV,frac1,frac12,frac123,donor_span_eV,acceptor_low_span_eV,acceptor_high_span_eV,acceptor_middle_gap_eV,low_acceptor_coupling_norm_eV,high_acceptor_coupling_norm_eV
0,0.14145178751925652,0.013057062521472162,0.00728284053008927,0.00353635434913262,0.988340990876114,0.9967623249319517,0.9993822660375375,0.41572919889842036,0.15594383845576856,0.10358675528686839,0.8299171566665892,0.0825772440070797,0.11586906150714732
1,0.14065759638512948,0.013816617937456935,0.007329205397868441,0.00361825450345547,0.9871417767314135,0.9966665938446849,0.999346792186212,0.4041687739662458,0.16709792974626128,0.10964961467811377,0.8175277598965017,0.08205833156912135,0.1153633286169384
2,0.13972116973060839,0.014815080995719996,0.007224833421560524,0.0036881163743909488,0.9855968680263609,0.9966779699461159,0.9993132730019865,0.39350384063233373,0.17679256362434287,0.11420395902709206,0.8072951134147446,0.08143688072839461,0.11478382627090282
3,0.1386502557491021,0.01599649211248571,0.007027276930835376,0.0037480890091302443,0.9836608970596115,0.9967543312544742,0.9992811738806873,0.38456175811341525,0.18458879331607042,0.11679125268008102,0.799738182602297,0.08071550729949961,0.11414122328441936
4,0.1374418013931067,0.01732687529639938,0.006751724461072579,0.003793474478839083,0.9812889090121457,0.9968844237148397,0.999252461531879,0.37832446489443133,0.19000189621181238,0.11951587222490825,0.7950101757413544,0.07991105262458774,0.11342252544344691
5,0.13613448781879572,0.01875382553013356,0.006424483052953328,0.0038257083721782445,0.9784788079780468,0.9970480785082181,0.9992272503387865,0.3758003971837518,0.19274501627277432,0.12546388340046336,0.7930679460919381,0.07902629797502259,0.11267235242556228
6,0.13476061480468243,0.020215885257317965,0.006070239921115599,0.0038445812540549404,0.9752796728628655,0.9972273586050026,0.9992062179144471,0.37800988901937116,0.19290214920511062,0.13060425456425817,0.794001165986485,0.07809435878409648,0.11190176523671463
7,0.13330346219694256,0.021674568396627923,0.005710779283960644,0.003849458345896968,0.9717166642911432,0.997406285970387,0.9991896809640037,0.3854228829810992,0.19032393980233106,0.13435270971124313,0.7977692679111944,0.07713016869474454,0.11107640773620185
8,0.1317773158017603,0.02309246248341946,0.005358966313727133,0.0038401243848047543,0.9678560200055716,0.9975774660207821,0.9991780980230898,0.3974455672873789,0.18496499410210673,0.13681859030863902,0.8041219118419539,0.0761449803518162,0.1101995001165114
9,0.13022566991593953,0.024423575187223955,0.005026381434936215,0.0038189965883889784,0.963833067210199,0.9977352059156448,0.9991710904135402,0.41263284974314984,0.17743956483481227,0.1376258383316503,0.8128044600346709,0.07521204779689483,0.10926222238930718
