frame,s1_eV,s2_eV,s3_eV,s4_eV,frac1,frac12,frac123,donor_span_eV,acceptor_low_span_eV,acceptor_high_span_eV,acceptor_middle_gap_eV,low_acceptor_coupling_norm_eV,high_acceptor_coupling_norm_eV
0,0.13420695584940062,0.035683864974145225,0.005152745005757995,0.003597077638880663,0.9320634852167462,0.9979564756715831,0.9993304314191109,0.41753339036225995,0.12824551214872182,0.15314688184122485,0.8265717683552887,0.08372375033683699,0.1109714764974562
1,0.1352938219778987,0.03550643934572989,0.005040735315020449,0.0035367705553555353,0.9337539086997997,0.9980657208181105,0.9993618977525051,0.4210186105602374,0.12962977065678216,0.15073953036092008,0.8279711460888182,0.08364211497206613,0.1122810752614898
2,0.1362939056049446,0.03538672894672444,0.004924730512362023,0.0034769860284401943,0.9351326718454278,0.9981704933570795,0.9993914079871982,0.4241747733786617,0.13376100681986802,0.14826190642886217,0.8287262845116034,0.08355298379987094,0.11350546502789365
3,0.13722147356699443,0.03531738274157602,0.004818570570848843,0.0034175982073594378,0.936246053133015,0.9982647827929496,0.9994192518314984,0.42696077403775373,0.13871122580140494,0.1470294935750155,0.8285571393009455,0.08346471452911368,0.11465422085574989
4,0.13807284803036457,0.0352930451247901,0.0047231420207490835,0.0033618344453292875,0.9371189653168422,0.9983478605887769,0.999444440208567,0.42931927560563893,0.14438227759050123,0.14669559556648415,0.827747130600542,0.08339219179467405,0.11571111764416969
5,0.13883640802671945,0.03530471945688447,0.004641458596080355,0.0033124985762067963,0.9377781119738279,0.9984180687939836,0.999466167814668,0.43126913429238545,0.1501852232935302,0.14727964733797386,0.8264544796373506,0.0833496925032094,0.11665040057379998
6,0.13950706680465982,0.03534437660961007,0.004575076954185521,0.003272198652216794,0.9382510578800949,0.9984747392800805,0.9994838142983261,0.43289600039785125,0.15555374213506182,0.14868906204861443,0.8248992795959207,0.08334726091722743,0.11745773434352318
7,0.1400807715662641,0.035400714873137985,0.0045247463775050945,0.003242438760666773,0.9385751942358469,0.998517864552172,0.9994971301632959,0.4343444290583383,0.16000052351290966,0.1506749896253781,0.8234016498775326,0.08339194149671834,0.11812114124251595
8,0.14055486380094281,0.035458871078113456,0.004490935691523296,0.003222783293324374,0.9387990144424954,0.9985480193851822,0.9995064364549145,0.4357859857843373,0.16314930329034683,0.1528657519514045,0.8223448154465792,0.083486842609617,0.11863179684576153
9,0.14092849866574741,0.03550361326009788,0.004473961072043685,0.0032103762337226415,0.9389726991505876,0.998566409101002,0.9995127328003169,0.4373746732005007,0.16475485936832335,0.15484422280848237,0.8221037686848798,0.08363089988774686,0.11898547692011002
10,0.14120374645549572,0.035523996935921544,0.004473672677154639,0.003200346794563682,0.9391348463486654,0.9985748960258025,0.9995175752291294,0.439200361609488,0.16473097092890154,0.15621662845542075,0.8229844249979116,0.08381871702502872,0.11918528019213288
11,0.1413853731605709,0.03551311721154454,0.004489541229955661,0.0031869260390822917,0.9393132516812187,0.9985756296466807,0.999522750531044,0.4412650020557415,0.16317609362671567,0.1566655281436724,0.8251670353907298,0.08404095570279597,0.1192410813454387
12,0.1414790339058935,0.03546622058042222,0.004520618915129697,0.0031648175342488477,0.9395293249723172,0.9985706357268329,0.9995298639858113,0.44349384981011236,0.16038086715934813,0.1560169611733806,0.8286432190611147,0.08428548464816064,0.11916618220044525
13,0.14149004273360358,0.03538082691889014,0.00456499466843811,0.0031305058046812726,0.9397967457998642,0.9985616644613597,0.9995399434607245,0.4457634731569366,0.15674964084386941,0.15437836876703565,0.8330928676721763,0.08453832739520054,0.11897539892918758
14,0.141422822449813,0.03525713592963033,0.004619448817036987,0.003083005305348894,0.940119844524694,0.998550166470357,0.9995532209880356,0.4479294660663098,0.15255559095286053,0.1524327653648414,0.8376037749471166,0.08478460897515107,0.11868401178612274
15,0.14128073990496937,0.035097712968964634,0.004679708901157566,0.0030237945890353338,0.940494551288685,0.9985373036593805,0.9995691809154722,0.4498457892195879,0.14780363441274094,0.1513920790473639,0.8407278040487443,0.08500962279112778,0.1183068212985787
16,0.1410662047180542,0.03490683669084669,0.004741091646458675,0.002956153118229034,0.9409106012477362,0.9985239853846608,0.999586803867453,0.45137498759459366,0.14242663229086291,0.1514487710196984,0.8420341562500904,0.08519984202349203,0.1178573929448125
17,0.1407808811021533,0.034690122507016016,0.0047991438496347676,0.0028842779903153495,0.9413529618400123,0.998510932675108,0.9996048705797648,0.45239157337063257,0.13648031568341112,0.15161321657793864,0.8422714830706853,0.08534386573599888,0.11734750319415028
18,0.14043290211093953,0.03451357359685883,0.00483932588598132,0.0028146630711456187,0.9416285160899599,0.9985035565919664,0.9996217362787351,0.4527923549655752,0.1305547038585337,0.15082321491587575,0.8420138229042348,0.08541234399967704,0.11682747816092814
19,0.13999479434979165,0.0342265433498716,0.004888082331918915,0.0027442105571187105,0.9421731713112681,0.998489332156014,0.999637972283414,0.45240867763139464,0.12390047408669125,0.14956897117285187,0.8412308230808622,0.08545973980571286,0.11618113283802307
20,0.13945740062880901,0.03400511003041767,0.004914892917322984,0.0026820058388517766,0.9424455715526215,0.9984808474823333,0.9996514279312322,0.4511622022306469,0.11801915315699327,0.14686022286037337,0.8400730261356224,0.08541485503453487,0.11550050201389918
21,0.1388520485939504,0.033756872517654614,0.004931576767256636,0.0026283157669947784,0.9427521792597894,0.9984729825809799,0.9996622090246842,0.44933038495304833,0.1131501707263452,0.14277105485989464,0.838331423271659,0.085281274704364,0.11479438365569611
22,0.1382166687978761,0.03354306616266133,0.0049334946403891975,0.0025821911090592323,0.9429346085869099,0.9984695413284833,0.9996708927152521,0.4465313063633137,0.10905253404516924,0.137905823323912,0.8360229649160709,0.08509294391321941,0.11410163363268129
23,0.13752717014283236,0.03336445530829569,0.004922731356690851,0.0025426006707166523,0.9429700187441972,0.9984695032959889,0.9996776874725339,0.44291338386539286,0.10582266439228069,0.13266666841127658,0.8334806599949433,0.08484251797649651,0.11339909457797084
24,0.13679473563827882,0.03319714805310563,0.004903246494825659,0.0025075205323446498,0.9429392862956825,0.9984716951078172,0.9996831644118959,0.4386766443471595,0.10339199406015684,0.12849361900435707,0.8311616883510917,0.08452948336006187,0.11269403828728737
25,0.13602833660136382,0.03304828258954413,0.00487671499293044,0.0024740162079290437,0.9428256650969845,0.9984763370339116,0.9996881270542852,0.43393780257030895,0.10196804076910979,0.12825113079312303,0.8294576844155881,0.0841650543640915,0.11199126782861776
26,0.1352483959454663,0.03291827510807513,0.004845428073668708,0.002439552961834879,0.942641967647496,0.998483414971223,0.9996933075908871,0.4288719810344291,0.10686669816667332,0.13082194555920382,0.8286564768966619,0.0837575923079855,0.111309643627821
27,0.1344853716076256,0.03281892365003609,0.004810267734050636,0.0024018314129120085,0.9423732973098123,0.9984937989095448,0.9996994214963935,0.4236243282577267,0.11331672657085144,0.133292789952398,0.8289033432856191,0.08331179129203684,0.11068626756517472
28,0.13375182458046994,0.03275937055412368,0.004771716050661555,0.002359062467593425,0.9419984598848447,0.9985080112577174,0.9997069581519192,0.4183302658553735,0.11912263573387198,0.13471173059741037,0.8301666668833289,0.08283049492934583,0.11013705324395123
29,0.13304907386426207,0.03273615708768811,0.004731814137321791,0.0023112319987103817,0.9415264143877059,0.9985250144331298,0.9997158838767074,0.4131552793801112,0.12401197797573564,0.13483056851784816,0.8322843536853087,0.08231374449583782,0.10966262518499004
30,0.13239605049750958,0.032743477086772714,0.004693053156485068,0.0022609741506287463,0.9409881438533851,0.9985432267501848,0.9997255739806552,0.4082156453719749,0.12799775215064374,0.13359267531738006,0.8349455277207295,0.08179317532752299,0.1092605267283278
31,0.1318327739305656,0.032784123123611,0.004657138155920735,0.0022121934717080145,0.9404055047851817,0.9985616384788254,0.9997352020644874,0.4036285554530955,0.13120948461311388,0.1312400559309729,0.8378701024464742,0.08129485952842985,0.10896057801436339
