frame,s1_eV,s2_eV,s3_eV,s4_eV,frac1,frac12,frac123,donor_span_eV,acceptor_low_span_eV,acceptor_high_span_eV,acceptor_middle_gap_eV,low_acceptor_coupling_norm_eV,high_acceptor_coupling_norm_eV
0,0.1276470492705522,0.034669762935366215,0.004631465716986482,0.0034169493685123425,0.9295381142761322,0.9981102042352248,0.9993339256198864,0.4376944898701849,0.11093314854923945,0.17498778644092314,0.8556254642099127,0.07648528830594047,0.10806890551821577
1,0.127424638823606,0.03448972863843496,0.0047606507279601635,0.003409961905750375,0.9299099698233113,0.9980360868377667,0.9993340630142973,0.4382334310504785,0.09678256590069047,0.1678763430871193,0.8675838545798419,0.07645874165218926,0.10777259587388344
2,0.12719676259552473,0.034280352610178234,0.004898079001795695,0.0033987793755317634,0.9303791713423823,0.9979560961183178,0.9993357159696842,0.43767752067472826,0.08515967859036026,0.1610049771007134,0.8762014727273112,0.07662579526552875,0.10732282780907829
3,0.12716425326872124,0.034070914032119703,0.0050298058381019655,0.0033917360413066727,0.9310453716212286,0.9978810444130334,0.9993376541074099,0.43661682185543277,0.07906804970408222,0.15453899378006178,0.879129477852213,0.0768221146571244,0.10708286516584292
4,0.1272946378497375,0.03384778856898739,0.005154464180449244,0.003386743464066834,0.9319222398505219,0.9978123229659352,0.9993403340630443,0.4351812841482535,0.0760924569491037,0.14892696343669876,0.878853208845089,0.07708057454442682,0.10698701405538287
5,0.12758552694727596,0.03360698390784737,0.005268848828125253,0.0033829442162940956,0.9330168816445619,0.9977528657569954,0.9993440415191907,0.43363776707661333,0.07457717030787475,0.14463317617499807,0.8772366122693024,0.07741013876314229,0.10702509775754306
6,0.12808600404899287,0.03337887302057785,0.005362892062943114,0.0033821160475937294,0.9342640108055432,0.9977107934764942,0.999348606717348,0.4323024139489419,0.07455982012637827,0.1419814211639932,0.8747996792462077,0.07781792727837071,0.10726016554014298
7,0.1286517048444065,0.03305824031542924,0.005458618111305803,0.0033756235342698097,0.9358767669082712,0.9976708709214027,0.9993556889393447,0.43152720189985133,0.07763897955390087,0.1412287525206906,0.8713517896802861,0.07828015769895405,0.10750589132081101
8,0.1294465213315599,0.03274779386637487,0.005530334538914097,0.003371836308734255,0.9376427737390348,0.9976523747236983,0.9993638059414554,0.4316977297350669,0.08453415628939194,0.14222614221312524,0.867245680175162,0.07882501289581681,0.10796939895237025
9,0.1303460263562942,0.032378421472475154,0.005596843430520784,0.0033639668385269396,0.9396605445336664,0.9976416836595581,0.9993741376718592,0.433148424531499,0.0934106832023363,0.14486223016464073,0.8623989414598237,0.07941421839484582,0.10851023735084717
10,0.13137189784054223,0.031965106387724984,0.005654169919809738,0.0033528828429639393,0.9418792103656782,0.9976417534276899,0.9993864824079947,0.43622099082642374,0.10265942903069233,0.14876664124225403,0.8569851826707684,0.08004609054511644,0.10916124961673987
11,0.13251729733333065,0.03150012532123128,0.00570520262039612,0.003339028216517241,0.944293809983407,0.9976502156904334,0.99940048206328,0.4409988075473764,0.1119449572364996,0.15347108119263253,0.8512695867310162,0.08070602139056127,0.10992419454087617
