frame,s1_eV,s2_eV,s3_eV,s4_eV,frac1,frac12,frac123,donor_span_eV,acceptor_low_span_eV,acceptor_high_span_eV,acceptor_middle_gap_eV,low_acceptor_coupling_norm_eV,high_acceptor_coupling_norm_eV
0,0.12441077333385847,0.03312610838836447,0.004198778220711482,0.0033371301700491057,0.9321792731823997,0.99826753048646,0.9993292977587461,0.4419885544916881,0.14821329573590766,0.1863478667029674,0.858564941665954,0.07276004407125042,0.10634905613852272
1,0.12557389489082071,0.032931421126518014,0.004146866967183821,0.003398927623313743,0.9340584242567979,0.9982970523517283,0.9993156801375281,0.43499295488254863,0.1512575618813769,0.19128397076424358,0.8515856898688741,0.07381380195946177,0.10692779540598585
2,0.12689185770600145,0.032623924068006335,0.004169583183688943,0.003417140574501639,0.9364124812458614,0.998309834353831,0.9993209130683108,0.4289454026064388,0.15652638451330955,0.1951466587661094,0.8417394145016284,0.07499101651603801,0.10756985492784717
3,0.12839690939368073,0.032309945615003506,0.004246351481390719,0.0033900007616344467,0.9388665306986013,0.9983186268064567,0.9993455231208604,0.42400960964631307,0.16164977236473851,0.1977350515158079,0.8312629254799461,0.07636664865478654,0.1082929245463309
4,0.13005015045222992,0.031968916321876,0.004369954612473303,0.0033293740170855825,0.9414317220997993,0.9983200199976512,0.9993829898875434,0.42018936450869654,0.16540078438495956,0.19914372419753418,0.8214689150678741,0.0778908611058624,0.10907909164588195
5,0.13181832930665616,0.03160021886704946,0.004526368507682425,0.003250753042599407,0.9440592222192689,0.998312728925339,0.9994258629301793,0.41735852993794925,0.16740608877972826,0.19927642765161,0.8128473214588938,0.07953847210599416,0.10990601728703839
6,0.13366738595009897,0.031208132736413503,0.004704728528260488,0.0031636205241266013,0.9466917138361081,0.9982968864425886,0.9994696941294852,0.415243943479564,0.1675083390797803,0.1981207911303008,0.8056465489524401,0.08128023205430004,0.11075461371053923
7,0.13555014779219896,0.030798566017649763,0.004898841559076797,0.003072978657212958,0.9492662827351778,0.99827226029878,0.9995121265861192,0.4134607386152328,0.1656607935541281,0.19571535294253053,0.7999931435486287,0.08308421159608254,0.11159233784241872
8,0.13742506548771985,0.030379134201958414,0.005104429555017455,0.002981023534444639,0.9517305737275328,0.9982391345338989,0.9995521702663638,0.41160390124465335,0.16187285294071807,0.19216590507108341,0.7959656409508358,0.08491644812165614,0.1123951910001572
9,0.1392381722063658,0.02995619913540117,0.005318872386997115,0.0028894831369407356,0.9540376742115869,0.9981969879508695,0.9995891443853816,0.40934605619920317,0.15626008473538738,0.18763518751844585,0.7935613997052196,0.08674206380135902,0.11312425181966149
