time          Epot                 Ekin                 Etot                 T
    0.00  -5.616727264805E+03  2.399654063380E-01  -5.616487299398E+03 287.0269
   20.67  -5.616723211279E+03  2.360144759608E-01  -5.616487196803E+03 282.3011
   41.34  -5.616719342165E+03  2.322925997821E-01  -5.616487049565E+03 277.8493
   62.01  -5.616715928508E+03  2.290395152145E-01  -5.616486888993E+03 273.9583
   82.68  -5.616713236678E+03  2.264744002496E-01  -5.616486762278E+03 270.8901
  103.35  -5.616711472472E+03  2.247622964878E-01  -5.616486710176E+03 268.8422
  124.02  -5.616710730800E+03  2.239796435830E-01  -5.616486751156E+03 267.9061
  144.69  -5.616710974919E+03  2.241046402440E-01  -5.616486870279E+03 268.0556
  165.37  -5.616712068249E+03  2.250449421549E-01  -5.616487023307E+03 269.1803
  186.04  -5.616713853927E+03  2.267060471396E-01  -5.616487147880E+03 271.1672
  206.71  -5.616716220468E+03  2.290254369608E-01  -5.616487195031E+03 273.9414
  227.38  -5.616719142628E+03  2.319680857494E-01  -5.616487174542E+03 277.4612
  248.05  -5.616722627196E+03  2.355005480309E-01  -5.616487126648E+03 281.6864
  268.72  -5.616726648999E+03  2.395337029223E-01  -5.616487115296E+03 286.5106
  289.39  -5.616731081760E+03  2.438738202521E-01  -5.616487207940E+03 291.7018
  310.06  -5.616735641827E+03  2.481919200155E-01  -5.616487449907E+03 296.8668
  330.73  -5.616739894216E+03  2.520514453525E-01  -5.616487842771E+03 301.4832
  351.40  -5.616743353104E+03  2.550122466962E-01  -5.616488340858E+03 305.0247
  372.07  -5.616745619512E+03  2.567577184913E-01  -5.616488861794E+03 307.1125
  392.74  -5.616746502520E+03  2.571862324662E-01  -5.616489316288E+03 307.6251
  413.41  -5.616746070209E+03  2.564323300145E-01  -5.616489637879E+03 306.7233
  434.08  -5.616744617057E+03  2.548125601655E-01  -5.616489804497E+03 304.7859
  454.76  -5.616742580236E+03  2.527462068444E-01  -5.616489834029E+03 302.3143
  475.43  -5.616740394850E+03  2.506390984246E-01  -5.616489755751E+03 299.7939
  496.10  -5.616738374358E+03  2.487548146605E-01  -5.616489619544E+03 297.5401
  516.77  -5.616736631303E+03  2.471604920314E-01  -5.616489470811E+03 295.6331
  537.44  -5.616735053384E+03  2.457260209954E-01  -5.616489327363E+03 293.9173
  558.11  -5.616733343961E+03  2.441695773701E-01  -5.616489174383E+03 292.0556
  578.78  -5.616731175561E+03  2.421854444518E-01  -5.616488990117E+03 289.6823
  599.45  -5.616728364304E+03  2.396264693482E-01  -5.616488737835E+03 286.6215
  620.12  -5.616725052702E+03  2.366477895306E-01  -5.616488404913E+03 283.0587
  640.79  -5.616721784802E+03  2.337617224118E-01  -5.616488023080E+03 279.6066
  661.46  -5.616719318479E+03  2.316682150262E-01  -5.616487650264E+03 277.1025
  682.13  -5.616718272362E+03  2.309174224116E-01  -5.616487354939E+03 276.2045
  702.80  -5.616718806232E+03  2.316241743484E-01  -5.616487182057E+03 277.0498
  723.47  -5.616720592676E+03  2.334476339970E-01  -5.616487145042E+03 279.2309
  744.14  -5.616722951590E+03  2.357677027894E-01  -5.616487183887E+03 282.0060
  764.82  -5.616725156254E+03  2.379135509472E-01  -5.616487242703E+03 284.5727
  785.49  -5.616726665664E+03  2.394073443444E-01  -5.616487258319E+03 286.3594
  806.16  -5.616727291486E+03  2.400993836427E-01  -5.616487192102E+03 287.1872
  826.83  -5.616727235087E+03  2.401960998969E-01  -5.616487038987E+03 287.3029
  847.50  -5.616726980373E+03  2.401550555312E-01  -5.616486825317E+03 287.2538
  868.17  -5.616727084676E+03  2.404859186733E-01  -5.616486598757E+03 287.6495
  888.84  -5.616727964099E+03  2.415514741620E-01  -5.616486412625E+03 288.9240
  909.51  -5.616729759689E+03  2.434494760206E-01  -5.616486310213E+03 291.1943
  930.18  -5.616732303519E+03  2.459863630611E-01  -5.616486317156E+03 294.2287
  950.85  -5.616735190651E+03  2.487567677517E-01  -5.616486433883E+03 297.5424
  971.52  -5.616737842662E+03  2.512309951142E-01  -5.616486611667E+03 300.5019
  992.19  -5.616739717162E+03  2.528962882333E-01  -5.616486820874E+03 302.4938
 1012.86  -5.616740495623E+03  2.534643473360E-01  -5.616487031275E+03 303.1732
 1033.53  -5.616740269342E+03  2.530306729328E-01  -5.616487238669E+03 302.6545
