frame,time_fs,epsilon_d_eV,epsilon_a_eV,gap_eV,coupling_real_eV,coupling_imag_eV,coupling_abs_eV,donor_c60_population,acceptor_c60_population,donor_transport_overlap,acceptor_transport_overlap,donor_residual_eV,acceptor_residual_eV,donor_back_residual_eV
0,0.0,-3.5608868414792325,-3.1093053531776556,0.45158148830157685,0.03192712660939385,0.0,0.03192712660939385,0.001267773636898172,0.9821968927295532,1.0,1.0,0.01682562980518879,0.45767471542836463,0.08780967472988432
1,0.5,-3.5693693089761958,-3.1037555977023414,0.46561371127385437,0.0318826444259955,0.0,0.0318826444259955,0.001260492982446481,0.9821182318244897,0.9999999673329283,0.9999313739985785,0.017018125368600454,0.4548612721923606,0.08857233599169141
2,1.0,-3.576657647151999,-3.098533769054767,0.478123878097232,0.03184964242065612,0.0,0.03184964242065612,0.0012545701936151625,0.9820368219592367,0.9999999766183315,0.9999183186864424,0.017225298583288355,0.4526611304439461,0.08925315553421131
3,1.5,-3.583434886484919,-3.0939705128868518,0.4894643735980672,0.03185449822385455,0.0,0.03185449822385455,0.0012502807739735336,0.9819549334177932,0.9999999829277141,0.9999172784542291,0.017812856769537137,0.45097055629638144,0.08992409818778094
4,2.0,-3.589167234822239,-3.090126411902082,0.49904082292015745,0.03189989756844698,0.0,0.03189989756844698,0.0012478534287259987,0.9818760412787377,0.9999999879493773,0.999914175976859,0.01890556810951904,0.4497466565201131,0.09062359860737391
5,2.5,-3.5938127976234173,-3.0872291513746988,0.5065836462487187,0.03198524430008079,0.0,0.03198524430008079,0.0012473546156620719,0.9818033334543648,0.9999999912364055,0.9999120442057485,0.02065793376103612,0.44892196931508377,0.09137434911922707
6,3.0,-3.597278685676345,-3.0853927096089344,0.5118859760674105,0.03211166795568562,0.0,0.03211166795568562,0.0012488773999955283,0.9817381611568976,0.9999999927962752,0.9999105656276149,0.023167206974734587,0.44842141387120493,0.09219958353363558
7,3.5,-3.599538038808441,-3.084689427087237,0.5148486117212034,0.032277772217635996,0.0,0.032277772217635996,0.0012524658319611418,0.9816808426745858,0.9999999930271286,0.9999096139061214,0.02645279154463461,0.44817117334253415,0.09311771897572904
8,4.0,-3.6006365167346517,-3.0851523918160093,0.5154841249186426,0.032479231795617874,0.0,0.032479231795617874,0.0012580846662627303,0.9816308727643626,0.9999999924601929,0.9999088234455435,0.030463327346033357,0.44810639406199293,0.09414134486203012
9,4.5,-3.6006812902404848,-3.0867974179501956,0.5138838722902889,0.032710013670649324,0.0,0.032710013670649324,0.0012656125328420914,0.9815872865175395,0.9999999915550525,0.9999075101932584,0.03510053872174679,0.44817751937236416,0.0952719432145023
10,5.0,-3.599795589817635,-3.0896282868205422,0.5101673029970928,0.03296425870336441,0.0,0.03296425870336441,0.0012748720535613284,0.981548780801553,0.9999999905594956,0.9999052144007404,0.040237499239349,0.44835257439079507,0.09649565831940599
11,5.5,-3.598092444988727,-3.0936224827134313,0.5044699622752961,0.0332361060719808,0.0,0.0332361060719808,0.0012856447139210697,0.9815138422674692,0.9999999895395165,0.9999022030478739,0.04573498618752067,0.44861871149341714,0.09778733569107981
12,6.0,-3.595683862470856,-3.098737524093575,0.49694633837728064,0.033519080281442196,0.0,0.033519080281442196,0.0012976739716991825,0.9814810259550583,0.9999999884553842,0.9998991616554366,0.051456476762070935,0.4489817714106594,0.09911538551011038
13,6.5,-3.592676881135696,-3.104920964291082,0.487755916844614,0.03380653781382854,0.0,0.03380653781382854,0.0013106885057550686,0.9814490985540721,0.9999999872059773,0.9998968829320731,0.057273263541317725,0.44946171450089295,0.10044407738176711
