time_fs,physical_c60_mean,physical_c60_sem,physical_c60_ci95_low,physical_c60_ci95_high,surface_c60_mean,surface_c60_sem,surface_c60_ci95_low,surface_c60_ci95_high,sh_state_0_mean,sh_state_1_mean,sh_state_2_mean,sh_state_3_mean,sh_state_4_mean,sh_state_5_mean,sh_state_6_mean,sh_state_7_mean,sh_state_8_mean,sh_state_9_mean,sh_state_0_sem,sh_state_1_sem,sh_state_2_sem,sh_state_3_sem,sh_state_4_sem,sh_state_5_sem,sh_state_6_sem,sh_state_7_sem,sh_state_8_sem,sh_state_9_sem
9.0,0.05085240827259914,0.007954743623674225,0.032857528006081146,0.06884728853911713,0.12982727792927642,0.027307685844968187,0.06805300079563849,0.19160155506291437,0.007269999999999999,0.007845,0.13515499999999997,0.54108,0.141115,0.160575,0.006615,0.000175,8.000000000000002e-05,9e-05,0.0026048373802941664,0.0022030086750220077,0.08021596143813553,0.08644199185323967,0.05251307194404074,0.06918307405797396,0.002657578785285584,5.013869652163774e-05,3.590109871423002e-05,2.7688746209726907e-05
9.5,0.054301010133209295,0.008846423694132048,0.03428900940838073,0.07431301085803786,0.1202972190190434,0.023851237864096396,0.06634197044317398,0.1742524675949128,0.00789,0.008289999999999997,0.124135,0.5345500000000001,0.14987499999999998,0.16712500000000002,0.00775,0.00016500000000000003,9.5e-05,0.000125,0.002808576151718162,0.0026119469111501223,0.07894756032047828,0.08452197380300316,0.051105678228766535,0.0682454936444728,0.002888165507722852,4.349329450233295e-05,4.245913067618998e-05,2.7131367660166175e-05
10.0,0.05762492254941903,0.009669651586686992,0.035750650950832026,0.07949919414800605,0.1144339983050707,0.023685450585280567,0.06085378660947533,0.16801421000066608,0.008554999999999998,0.00918,0.11430500000000002,0.523685,0.16121999999999997,0.173675,0.009,0.00014,0.0001,0.00014,0.0030157314388239397,0.0031626483276590276,0.07704906101165528,0.08138125263569955,0.04907568146354273,0.06720502761037385,0.0031532787169336407,3.1446603773522013e-05,4.0824829046386304e-05,3.3993463423951894e-05
10.5,0.06083599842141496,0.010388232399626622,0.037336184089787214,0.08433581275304271,0.11211552587144938,0.027047637608480068,0.050929518718656086,0.17330153302424267,0.009145,0.010750000000000001,0.104735,0.50774,0.176315,0.18058999999999997,0.01036,0.00015500000000000003,8.5e-05,0.000125,0.003208638080764693,0.0037956554111246705,0.07403685195375491,0.07690172725989679,0.04733653337187533,0.06625781958045068,0.0033325315702430586,2.929732638541157e-05,4.0173235977313166e-05,3.0046260628866572e-05
11.0,0.06397358369300499,0.011007867627326005,0.03907205709271498,0.08887511029329499,0.114129306557995,0.03303801298680665,0.039392128835270226,0.18886648428071978,0.010105,0.012495000000000003,0.095515,0.48813500000000004,0.193915,0.18751,0.011899999999999999,0.00017500000000000003,0.0001,0.00015000000000000001,0.003599031119620945,0.004625247440828316,0.0691390615796245,0.07167194439868983,0.0469773420857805,0.0654936959646584,0.003647106920408132,2.8136571693556884e-05,4.8304589153964794e-05,3.4960294939005053e-05
11.5,0.06709672823252452,0.011585828892009611,0.04088776241751059,0.09330569404753845,0.11757782547111376,0.039457924426351265,0.028317799100892993,0.20683785184133452,0.011515,0.013470000000000001,0.085665,0.46952,0.21003,0.19515,0.014265,0.000175,9e-05,0.00012000000000000002,0.004250680010957723,0.0052314391476491005,0.06240714348801212,0.0667431158331038,0.04941449641102857,0.06472429090637713,0.00403183891047249,2.9107081994288296e-05,3.858612300930075e-05,3.6666666666666666e-05
12.0,0.07026754620500456,0.012216536511802167,0.04263182063024549,0.09790327177976363,0.1203168356140741,0.04381839154824735,0.02119274731091003,0.21944092391723816,0.014165,0.01348,0.07427,0.45535500000000007,0.22029,0.20548000000000002,0.0166,0.000165,0.0001,9.5e-05,0.005372791794464648,0.0055182636157883325,0.053276525579074474,0.0632523370011821,0.054691124000558304,0.06332938856135874,0.004596937386275054,3.1666666666666666e-05,3.651483716701107e-05,2.4094720491334932e-05
12.5,0.0735280795690807,0.012993481650520533,0.04413478198366863,0.10292137715449276,0.11976794233260632,0.044218901050909316,0.019737838589226744,0.2197980460759859,0.017824999999999997,0.012255,0.06387999999999999,0.44449999999999995,0.22913,0.21263499999999996,0.01942,0.00017999999999999998,0.00013000000000000002,4.5e-05,0.00707489006589109,0.005606114964928921,0.04439626686007632,0.062004278078210046,0.059560807023858686,0.06299953529370056,0.005499788884837106,3.74165738677394e-05,4.096068575814836e-05,2.1666666666666664e-05
13.0,0.07687361416025365,0.013967275892237124,0.045277440955850755,0.10846978736465654,0.11614292170978449,0.040966552637850345,0.023470141224921637,0.20881570219464735,0.02021,0.012469999999999998,0.053649999999999996,0.4363950000000001,0.236045,0.21778,0.02309,0.0002,0.00011500000000000002,4.4999999999999996e-05,0.008260131153115345,0.006132677501168094,0.035528802869409105,0.06199807185621896,0.06350907260209188,0.06279027976791737,0.006957880424382126,4.08248290463863e-05,4.017323597731316e-05,2.7335365778094542e-05
13.5,0.08024137879075012,0.015115194598785993,0.04604843306201765,0.1144343245194826,0.11104323461448636,0.0360309838635369,0.029535486384919818,0.1925509828440529,0.021644999999999998,0.013770000000000001,0.045059999999999996,0.42736,0.24165999999999999,0.22263000000000002,0.027475,0.000225,0.00011,6.5e-05,0.008770878107565843,0.006726841755237,0.028341916151014047,0.06297332362904859,0.06653155926158486,0.06213386855992649,0.008978527626138561,5.387743291748204e-05,4.136557881996952e-05,2.4776781245530844e-05
14.0,0.08350929261274333,0.01635196438229486,0.04651857925951389,0.12050000596597277,0.10610353854734378,0.03123163735497937,0.035452666398861216,0.17675441069582634,0.023229999999999997,0.014540000000000003,0.038525,0.41685,0.24785,0.22603499999999999,0.032565,0.00023999999999999998,0.0001,6.5e-05,0.009107457871925012,0.007258538267294439,0.023100429589560063,0.06393643240664033,0.0681208570605704,0.060436792532915465,0.01157303871072762,5.4160256030906406e-05,4.149966532662911e-05,2.5873624493766708e-05
14.5,0.08652157299284251,0.01756486823949432,0.04678708049126373,0.12625606549442128,0.10272464253354299,0.027403263059023488,0.04073415472052956,0.16471513034655644,0.023445,0.017060000000000002,0.033365,0.404685,0.255065,0.22774999999999998,0.03824500000000001,0.00021499999999999997,9e-05,7.999999999999999e-05,0.009087498891945524,0.0075748956721821865,0.019455085096475703,0.06490118174322149,0.06856492667132696,0.05744916593534379,0.014750061110984515,5.629781918018178e-05,4.136557881996952e-05,2.9999999999999994e-05
15.0,0.08912137635636827,0.018654015206114576,0.04692306224290955,0.131319690469827,0.10221523058411763,0.02450970762998218,0.04677041991086363,0.15766004125737165,0.023385000000000003,0.019649999999999997,0.030459999999999997,0.391855,0.26347000000000004,0.226385,0.044379999999999996,0.00023500000000000002,7e-05,0.00011,0.00881052732057887,0.007808830471545232,0.016790981044728877,0.06590629604471285,0.06748959557673398,0.05300324520987161,0.01816152710172431,6.584915421712804e-05,2.7080128015453196e-05,3.858612300930075e-05
15.5,0.09119143290663725,0.019561515640190978,0.04694021018599012,0.1354426556272844,0.10339814378735132,0.02278084116633475,0.051864300768358955,0.15493198680634368,0.023590000000000003,0.02121,0.030514999999999997,0.37743,0.27531000000000005,0.22069999999999998,0.05083,0.00023999999999999998,6.500000000000001e-05,0.00011,0.008275280458490013,0.007984606022424233,0.015159729274187805,0.06718034360336858,0.06597902857053224,0.04812406939937182,0.02153260602486894,5.953523699830584e-05,2.2422706745122847e-05,3.785938897200182e-05
16.0,0.092680989630489,0.020280468678718664,0.046803382144020925,0.13855859711695706,0.10256602184428472,0.021996241343281233,0.05280706693494307,0.15232497675362638,0.02371,0.022145,0.03216,0.36303500000000005,0.285135,0.216195,0.05717,0.00024000000000000003,6.000000000000001e-05,0.00015000000000000001,0.007675443526815459,0.008317927259172738,0.01483602559837221,0.06847307258656095,0.0655209822414842,0.047933245508728066,0.024619686341534806,6.658328118479392e-05,2.081665999466132e-05,5.322906474223771e-05
16.5,0.09362264652216973,0.020847163088970642,0.04646308721643244,0.14078220582790701,0.10093169746332335,0.02155332184962981,0.05217469605908822,0.14968869886755848,0.02352,0.02345,0.032875,0.35039,0.2852,0.22103,0.06308500000000002,0.000245,6.000000000000001e-05,0.000145,0.007161250666686029,0.00913507890861741,0.014799270346127803,0.06920081919874776,0.06465795559884507,0.050016123067133725,0.027320856959473293,6.685390373377193e-05,2.6666666666666667e-05,5.188127472091127e-05
17.0,0.09411897189239019,0.021312556110274324,0.04590662042999447,0.1423313233547859,0.10037658303890684,0.021281142233476637,0.05223529470292028,0.14851787137489342,0.022815000000000002,0.025165,0.032715,0.3390699999999999,0.274675,0.23668,0.068445,0.00023500000000000002,7.500000000000001e-05,0.000125,0.006884878962867345,0.01043266784352561,0.014667325837460016,0.06952600280950047,0.06335911854482966,0.05119433139192918,0.029250264433752463,7.033649282003063e-05,2.9107081994288296e-05,4.549114687985394e-05
17.5,0.09433673246848703,0.02172281854471153,0.04519630290140217,0.1434771620355719,0.09979942341149742,0.021243022315578806,0.05174436832082871,0.14785447850216613,0.021724999999999998,0.026885000000000003,0.03251,0.32782,0.26524000000000003,0.25250000000000006,0.072885,0.00020999999999999998,9.5e-05,0.00013,0.006795784028024696,0.011506457245100826,0.014566231496169488,0.06958470745150194,0.062319861645831295,0.05255912913619817,0.030580897314427445,6.531972647421807e-05,3.1135902820449e-05,5.333333333333333e-05
18.0,0.09447075626232537,0.022105805481946076,0.044463950051917236,0.14447756247273352,0.09974422811307564,0.021266642207756318,0.05163574111413305,0.14785271511201822,0.02061,0.02927,0.03169,0.31751,0.260675,0.26365000000000005,0.07614000000000001,0.00020499999999999997,0.00015,0.0001,0.006668248978888269,0.012087294063510565,0.014515734374961689,0.06983384438953809,0.06050186877279081,0.05335955657403628,0.031247050349681893,5.6984403324262526e-05,4.654746681256313e-05,2.6874192494328498e-05
18.5,0.094704656854211,0.022478878844197973,0.04385390006513553,0.14555541364328647,0.10069231567707823,0.021073881568884557,0.05301988353806496,0.1483647478160915,0.019944999999999997,0.030595,0.031740000000000004,0.30741,0.257305,0.27415999999999996,0.078375,0.00020999999999999998,0.00014,0.00012000000000000002,0.00675985474038541,0.012443642843726357,0.014253394917235216,0.07003719202442847,0.0573466372403629,0.05374934407868517,0.03146765027594035,5.5677643628300215e-05,5.617433182117572e-05,2.3804761428476163e-05
19.0,0.0951810429127859,0.02286085360009775,0.04346619919364364,0.14689588663192815,0.10244263966260303,0.02076123401926252,0.05547746541739856,0.1494078139078075,0.019985,0.031210000000000005,0.032375,0.296995,0.25649999999999995,0.28225500000000003,0.0802,0.00023500000000000002,0.00012499999999999998,0.00011999999999999999,0.006939540690852674,0.012457170625788187,0.01383487190239055,0.07032464893067168,0.05515470212653374,0.053961777856594416,0.031499993827159886,6.5e-05,5.1774081890030214e-05,1.9999999999999995e-05
19.5,0.09594301202878089,0.023284274645262025,0.04327032335944077,0.14861570069812102,0.10489636986793908,0.020287930248784516,0.05900188313730082,0.15079085659857736,0.021315000000000004,0.030720000000000004,0.033725,0.286885,0.25993,0.285585,0.081345,0.00023000000000000003,0.00011500000000000002,0.00015000000000000001,0.006869849788103894,0.012346810654307991,0.0131819031040455,0.07074804514378236,0.05519802844707811,0.05413057158903419,0.03143903929299791,7.965202096899012e-05,4.536885862938733e-05,2.1081851067789197e-05
20.0,0.09694825077360816,0.023778277258277695,0.04315805055479362,0.15073845099242272,0.1070788705386444,0.0199071142997887,0.062045849334734816,0.152111891742554,0.0233,0.030355000000000004,0.035595,0.27569999999999995,0.2783,0.273535,0.08266500000000002,0.00023999999999999998,0.00015000000000000001,0.00016000000000000004,0.007082756839285424,0.012307480674596062,0.01245674616422764,0.07100386296220478,0.06228705501323869,0.05518971273404733,0.03159113100750483,7.702813338860895e-05,4.9999999999999996e-05,2.666666666666666e-05
20.5,0.09803712179159486,0.024346928313959244,0.04296054351403754,0.1531137000691522,0.11056925152810866,0.019239165421180798,0.06704723566432498,0.15409126739189233,0.028425000000000006,0.02966,0.034109999999999994,0.26499000000000006,0.28341500000000003,0.27449500000000004,0.08432999999999999,0.000285,0.00015500000000000003,0.000135,0.00897050181304133,0.012181556641998681,0.011160826333405805,0.07101432594124153,0.06327807328240433,0.054125809950316475,0.03202425573773035,0.00010776775440218138,5.6494837522260974e-05,2.7938424357067016e-05
21.0,0.09903446277109165,0.024950099720550335,0.04259341597571922,0.15547550956646408,0.10799895476897423,0.019638194778512887,0.06357427178633498,0.15242363775161347,0.03678,0.029674999999999997,0.028675,0.25379999999999997,0.290855,0.272795,0.086785,0.00032500000000000004,0.000175,0.000135,0.0137116236172899,0.012934008251290256,0.0100545684751869,0.07077960943033743,0.06264298419970464,0.05053903796406629,0.03307291443832014,0.00012070395372333272,5.68868272195867e-05,2.986078811194819e-05
21.5,0.09973028977613212,0.025512843612565027,0.04201622785461771,0.15744435169764653,0.10696802615872698,0.02038410513954226,0.06085597671007976,0.15308007560737422,0.03890500000000001,0.03051,0.028125,0.24267500000000003,0.30326,0.26509,0.090755,0.00032,0.00019500000000000002,0.000165,0.01462990364136263,0.013457647144529636,0.009702652128842573,0.07035154868784181,0.06298865894393653,0.04699183014099366,0.03482622451384716,0.00011185307823708347,6.431260460524912e-05,3.730504880933232e-05
22.0,0.09998971447481758,0.025948468618816424,0.041290200325117564,0.1586892286245176,0.10976604262826375,0.0201254363872395,0.06423914255043028,0.15529294270609723,0.03971499999999999,0.031270000000000006,0.028555000000000004,0.23170000000000002,0.315225,0.25733,0.095555,0.00026,0.000215,0.000175,0.014727770537321659,0.013676580144335952,0.009526534434584979,0.07002083618466719,0.06436170499174523,0.04472595642105127,0.03667020395816382,7.916228058025278e-05,0.00010084366338270563,3.9616214413349036e-05
22.5,0.09976484014743903,0.026180583905949833,0.040540244738355206,0.15898943555652284,0.11285224998789878,0.02026599778834595,0.0670073779297394,0.15869712204605815,0.04068000000000001,0.031555,0.029075,0.22123000000000004,0.323175,0.25234500000000004,0.10133499999999998,0.000215,0.00023,0.00015999999999999999,0.015046799585884629,0.0137710252381989,0.009466523619811257,0.06984139818188063,0.06610310139387476,0.043622197745082844,0.03830233968049471,6.148622248565571e-05,0.00010832051206181281,3.8586123009300757e-05
23.0,0.09910190454417384,0.026172118921898982,0.03989645825939362,0.15830735082895406,0.11547735768483577,0.020816413280468956,0.06838735927865525,0.1625673560910163,0.0421,0.031860000000000006,0.028684999999999995,0.214795,0.32362,0.24884,0.10947499999999999,0.000215,0.00023499999999999997,0.000175,0.015860925081609974,0.013698839772444639,0.009624950360622359,0.06870914925733447,0.06627304974287981,0.04367218718284365,0.04138662307369912,5.6789083458002724e-05,0.00010489412651706375,4.7287536530370353e-05
23.5,0.09813466596953882,0.02593923476267391,0.03945604025365184,0.1568132916854258,0.12510695160341806,0.0205545867336999,0.07860924599542188,0.17160465721141424,0.03942,0.03259000000000001,0.032435000000000005,0.21570499999999998,0.31402,0.246095,0.11914499999999999,0.0002,0.00022499999999999994,0.000165,0.014825419611824368,0.013526732380323373,0.009258035698786218,0.06560566263246217,0.06340076944853797,0.04491868297886255,0.045924752736284706,6.280481227138923e-05,9.552486587271399e-05,4.412734098291241e-05
24.0,0.09703721494621154,0.025546999468467536,0.03924588711061577,0.1548285427818073,0.12982296719661818,0.023442905142410937,0.07679143141191441,0.18285450298132194,0.03898499999999999,0.032795,0.035635,0.21787500000000004,0.30466499999999996,0.23905499999999996,0.13037,0.00022,0.00024999999999999995,0.00015000000000000001,0.01664360746486303,0.013457423498657617,0.010205654886711907,0.06267657113662524,0.059745852970915246,0.04729979530728554,0.05213023498891982,6.377042156569662e-05,8.595864638818417e-05,3.944053188733077e-05
24.5,0.09598117023173681,0.02507831934029103,0.03925007050515671,0.1527122699583169,0.13631404913946288,0.028638671773532184,0.07152887265394028,0.20109922562498547,0.044085,0.03321500000000001,0.035160000000000004,0.216795,0.30162,0.22801500000000002,0.14055499999999999,0.00021500000000000005,0.00021000000000000004,0.00013,0.022192500046937777,0.013349692152089334,0.01026554052265258,0.060503615341931785,0.05536627894706709,0.05106635174511251,0.05812181721273958,5.871304984602846e-05,8.158158833680278e-05,3.511884584284246e-05
25.0,0.09509850729823034,0.024595887011398292,0.03945874532002036,0.15073826927644032,0.1444675043410677,0.03476259467681229,0.06582905179546604,0.22310595688666934,0.05337000000000001,0.033665,0.0342,0.20997500000000002,0.3008799999999999,0.21913000000000005,0.148205,0.00020999999999999998,0.000245,0.00012000000000000002,0.03173438741246543,0.013123001540975463,0.010146449844376328,0.05823760156557884,0.05267061018991309,0.0554813528233686,0.0628187894087253,6.616477747093069e-05,8.480369488805702e-05,3e-05
25.5,0.09445728100452119,0.024117327273217144,0.03990009636586453,0.14901446564317786,0.15101250722199377,0.036593335708666345,0.06823263073795488,0.23379238370603267,0.06523999999999999,0.03345,0.037095,0.19595,0.30032000000000003,0.21408999999999997,0.15326,0.00019500000000000002,0.00025499999999999996,0.000145,0.0437731581882982,0.012907594663607932,0.00969836598493673,0.05757243022682143,0.051073194861231595,0.059570074422201844,0.06622185892890653,6.643710475998248e-05,9.29306790630043e-05,3.609401304617953e-05
26.0,0.09404423165284494,0.02362694193863197,0.04059637571135132,0.14749208759433854,0.14909197770570193,0.036043655376974876,0.06755556452124818,0.2306283908901557,0.07358499999999998,0.033275,0.041824999999999994,0.18353000000000003,0.29923999999999995,0.21206,0.155885,0.00026000000000000003,0.00023500000000000002,0.00010500000000000002,0.05246244585415361,0.012727339885284574,0.00988265385522645,0.05794285460693147,0.05007183606246795,0.06302537354995295,0.06853161559536673,7.371114795831994e-05,7.85458111196545e-05,2.9297326385411578e-05
26.5,0.09380907306696168,0.023110090502422125,0.04153041630399271,0.14608772982993065,0.1509340147628476,0.0364628004713763,0.06844942950084193,0.23341860002485326,0.07761499999999999,0.03466,0.04646,0.172905,0.2979,0.21178500000000003,0.15802,0.00025000000000000006,0.00019,0.000215,0.05700521518539625,0.012305328114276351,0.010934392225146002,0.05712661641282264,0.0490509293150157,0.06568272817533963,0.07044231217417869,7.637626158259733e-05,5.259911279353167e-05,7.189884870040997e-05
