frame,time_fs,epsilon_d_eV,epsilon_a_eV,gap_eV,coupling_real_eV,coupling_imag_eV,coupling_abs_eV,donor_c60_population,acceptor_c60_population,donor_transport_overlap,acceptor_transport_overlap,donor_residual_eV,acceptor_residual_eV,donor_back_residual_eV
0,0.0,-3.5617478265953846,-3.1759079887557577,0.3858398378396269,0.02108973076970465,0.0,0.02108973076970465,0.0011551920407978078,0.9893719888353685,1.0,1.0,0.019877871540180996,0.4885822379052106,0.03993055713273381
1,0.5,-3.5592856392994747,-3.167936719286918,0.39134892001255633,0.02165549699698665,0.0,0.02165549699698665,0.0011778935475550783,0.9892056266430346,0.9999999785293358,0.9996053054567796,0.016526034857425008,0.48999838988070693,0.03764852071830353
2,1.0,-3.556601844118229,-3.159649744361451,0.39695209975677825,0.022237725666712577,0.0,0.022237725666712577,0.0011999206093347911,0.9890322528318514,0.9999999824565786,0.9996599003825665,0.02036682861317643,0.49125426172716324,0.03582221864994801
3,1.5,-3.5540276048725077,-3.151170062824571,0.4028575420479366,0.022816190623739355,0.0,0.022816190623739355,0.0012212260597233282,0.9888501609768733,0.9999999872949173,0.999725286032577,0.028395673176423913,0.49233359123670994,0.034452772400449104
4,2.0,-3.55190847498485,-3.143692344281659,0.4082161307031914,0.02343752933409735,0.0,0.02343752933409735,0.0012415391128645626,0.9886671257100325,0.9999999894147711,0.999723172977837,0.03736350821130894,0.49322955140534874,0.03342488408989049
5,2.5,-3.547918476929067,-3.1355851908029266,0.4123332861261407,0.024035641873188577,0.0,0.024035641873188577,0.0012612665798852824,0.9884774816590102,0.9999999934340423,0.9997620009809983,0.04620588198281379,0.49401962796837773,0.032721884946070194
6,3.0,-3.545494781352331,-3.128553788761428,0.41694099259090306,0.024667172231654863,0.0,0.024667172231654863,0.001279099735642338,0.9882912450652781,0.999999994346564,0.9997821722121881,0.05394584841446468,0.4945120555346276,0.032390159249361894
7,3.5,-3.541010417877973,-3.1218876499148513,0.4191227679631216,0.025253665537536753,0.0,0.025253665537536753,0.0012959150299923835,0.9881078001086679,0.9999999962146715,0.9998045297752312,0.06065849858772592,0.49483024535359954,0.03230939661970893
8,4.0,-3.5368414497151317,-3.1162221756652597,0.4206192740498719,0.025830866073410737,0.0,0.025830866073410737,0.001310861505732288,0.987931486053202,0.9999999959146133,0.9998227377001263,0.06578144315409613,0.49481484121493396,0.03250597197301489
9,4.5,-3.5323205363177963,-3.1116473723116598,0.4206731640061367,0.02637699874584467,0.0,0.02637699874584467,0.0013241995433925587,0.9877643732071409,0.9999999952226851,0.9998377966306575,0.06926791814636872,0.4944563419507325,0.03292187974347796
10,5.0,-3.527303084431056,-3.108372825420693,0.41893025901036296,0.026875432123194903,0.0,0.026875432123194903,0.0013360885767169598,0.987609174581251,0.9999999940689452,0.9998520565976605,0.07109776594628642,0.4937256449325409,0.03351915467544107
11,5.5,-3.5217746252895106,-3.1066040952951064,0.41517052999440446,0.02731199311646502,0.0,0.02731199311646502,0.0013467281865190677,0.9874691374602399,0.9999999925527231,0.9998655334021168,0.07133805571308853,0.49260892487715896,0.0342617435456786
12,6.0,-3.515752849455322,-3.1065035642159837,0.40924928523933835,0.02767524981984274,0.0,0.02767524981984274,0.0013563830555161046,0.9873480878206115,0.9999999908481018,0.9998779732333091,0.07015595192382336,0.4911103422251296,0.03511124113229819
13,6.5,-3.5092590416568563,-3.108175569488826,0.4010834721680306,0.02795727659647731,0.0,0.02795727659647731,0.0013653475584714083,0.9872502309764154,0.9999999891558422,0.9998891279776215,0.06783828793458616,0.48925263584241546,0.03602612697268931
14,7.0,-3.5023271127607014,-3.1116550386478328,0.39067207411286886,0.028154832645310136,0.0,0.028154832645310136,0.0013739075462548816,0.9871795464401228,0.9999999876838792,0.9998988433013105,0.064824820333133,0.4870767838386161,0.03696280255947095
15,7.5,-3.495030024138216,-3.1169055714601415,0.3781244526780748,0.028270022922008555,0.0,0.028270022922008555,0.0013823118307958633,0.9871389375516736,0.9999999866022875,0.9999071364490834,0.06174292888939108,0.48464060136140175,0.03787749580959019
16,8.0,-3.487433085128404,-3.1230882962620354,0.3643447888663685,0.02835057764283246,0.0,0.02835057764283246,0.0013915252851127162,0.9871271470566008,0.9999999874781458,0.9999127508303933,0.059410714833314004,0.4820174745325945,0.03870239469720984
17,8.5,-3.4797873010285763,-3.1320888075489033,0.34769849347967313,0.028295180447514903,0.0,0.028295180447514903,0.0013996585472566964,0.98714895584044,0.9999999843083626,0.9999209894834166,0.05863720981736901,0.47929476121172593,0.03946456580273956
18,9.0,-3.47247626847784,-3.1414266882292035,0.3310495802486366,0.028225261070668632,0.0,0.028225261070668632,0.0014087218969840605,0.9871935026821061,0.9999999866208523,0.9999296721928536,0.060046317343358156,0.47655066789790157,0.04007711197964588
19,9.5,-3.465747703993612,-3.152130968356366,0.3136167356372465,0.02815772657416505,0.0,0.02815772657416505,0.0014183059177508303,0.9872585752631977,0.9999999870270516,0.9999283009212984,0.06386626954203892,0.4738605182545372,0.04050825329139984
20,10.0,-3.4592934750271938,-3.1640069874574985,0.2952864875696952,0.027982590400379502,0.0,0.027982590400379502,0.0014271021462399173,0.9873450481389926,0.9999999862777176,0.9999469914188298,0.06951424965316388,0.47121474048834067,0.04079510168461819
21,10.5,-3.454084206315122,-3.1762520310158586,0.27783217529926324,0.0278553711418593,0.0,0.0278553711418593,0.0014366330941429,0.9874344607542709,0.999999988035749,0.9999506587137345,0.07663082824537407,0.46873464967004896,0.04087371945942164
22,11.0,-3.4495245639034766,-3.1885614846439707,0.26096307925950607,0.027748163936303485,0.0,0.027748163936303485,0.0014467094082777905,0.9875231080442196,0.9999999886378141,0.9999573421538402,0.08450565896231073,0.4664460299145664,0.04073856819048537
23,11.5,-3.445978635866133,-3.200955626494381,0.24502300937175187,0.02766979496914472,0.0,0.02766979496914472,0.0014572129265924823,0.9876043483815531,0.9999999889017729,0.9999641802680446,0.09271095360526112,0.4643356738471731,0.04039248882418348
24,12.0,-3.4434821360487122,-3.2132703284926345,0.2302118075560779,0.027631744427163298,0.0,0.027631744427163298,0.001468330033171604,0.9876710768139527,0.9999999885647184,0.9999679675302965,0.10085687246444844,0.46236564102176636,0.039823657652405614
