time_fs,se_c60_population,active_surface_c60_diagonal,norm,interval_hops_before_frame,interval_max_raw_probability_sum,interval_renormalized_probability_vectors,se_state_0,se_state_1,se_state_2,se_state_3,se_state_4,se_state_5,se_state_6,se_state_7,se_state_8,se_state_9,sh_state_0,sh_state_1,sh_state_2,sh_state_3,sh_state_4,sh_state_5,sh_state_6,sh_state_7,sh_state_8,sh_state_9
0.0,0.0016645822356395547,0.4923642212888285,1.0,0,0.0,0,0.0014315495103102251,0.013796627417094193,0.49141061052244855,0.4892225573643429,7.637438504288793e-05,0.001979346763804788,0.0014584318022154805,0.00038772216931452514,4.1278399958078086e-06,0.0002326522254307279,0.0017,0.01315,0.49735,0.48405,5e-05,0.00155,0.00155,0.0004,0.0,0.0002
0.5,0.0022388560107161814,0.48920229166698476,0.9999999999999961,826,1.0000000000000002,0,0.001402780469054774,0.011651982084624613,0.5244803045465196,0.4556146696759796,0.0009289062273915609,0.00366955679957077,0.0016490696024594033,0.0003798228974586767,1.467379964488608e-05,0.00020823389729209628,0.00145,0.01085,0.5311,0.4496,0.00115,0.0033,0.0019,0.0004,0.0,0.00025
1.0,0.003881855474601046,0.477692265720295,1.0000000000000044,946,1.0000000000000002,0,0.0014045637254153863,0.009744683658542284,0.5637485929110342,0.41299067742244905,0.003966552036259482,0.005878808462920265,0.0016848635777466402,0.00036881497639947887,2.4611986438538128e-05,0.000187831242799298,0.00125,0.0091,0.5685,0.40875,0.00425,0.00575,0.00195,0.00025,0.0,0.0002
1.5,0.006261431990152435,0.4620583228502317,1.000000000000005,853,1.0000000000000002,0,0.0014202701421826903,0.007936597631890403,0.5953546275939074,0.3767788704174457,0.00788529748429615,0.008467587768736613,0.0015902483979096341,0.0003549975729037413,2.9784346188021254e-05,0.00018171864454481225,0.00125,0.0073,0.59875,0.37395,0.0081,0.0086,0.00165,0.00025,0.0,0.00015
2.0,0.009047462106806785,0.43816859272965886,1.0000000000000058,970,1.0000000000000002,0,0.0014693731821756495,0.006494134366017863,0.6296612553517857,0.3368830613949132,0.012027149989011693,0.0114772416640118,0.0014283431318743967,0.0003393341121046966,2.685925043252839e-05,0.00019324755767809241,0.00125,0.00565,0.6346,0.3327,0.01215,0.01165,0.00155,0.00025,0.0,0.0002
2.5,0.012030982470193501,0.41505414038626276,1.0000000000000122,740,1.0000000000000002,0,0.0015159016207022397,0.00533347237780845,0.6556024904316127,0.30497335000392234,0.01595405500845084,0.014772049336868017,0.001286009797632087,0.0003276557759696059,2.0780986235754e-05,0.00021423466081012097,0.00105,0.00485,0.6595,0.30145,0.01625,0.0151,0.0014,0.00025,0.0,0.00015
3.0,0.01518718097353983,0.3925239004703789,1.0000000000000022,689,1.0000000000000002,0,0.0015550627539343235,0.00451901248058965,0.6753445776581042,0.2788923427992802,0.019598646655359576,0.018270590768802705,0.001245990987588636,0.00032627243563185194,1.699877137696539e-05,0.00023050468933402587,0.00115,0.00395,0.6798,0.27415,0.02025,0.01885,0.00145,0.00025,5e-05,0.0001
3.5,0.018627805906502294,0.37263764734902066,1.000000000000008,562,1.0000000000000002,0,0.0015773015075417067,0.004028144330412515,0.6900095642380192,0.2577325878853944,0.022806039327247944,0.021885931709823555,0.0013722915772339287,0.00033692955371602943,1.902283037019874e-05,0.0002321870402486579,0.00145,0.00335,0.69475,0.2521,0.02335,0.02295,0.00165,0.00025,5e-05,0.0001
4.0,0.022494299961796582,0.35740493816803,1.0000000000000133,446,1.0000000000000002,0,0.0015561718378412407,0.003868032662750381,0.6983595556629629,0.242810259364764,0.02557593572228169,0.025546965289877377,0.001678802004545158,0.00035532965384599323,2.7113753273162677e-05,0.00022183404787124578,0.0014,0.00325,0.7041,0.2358,0.0267,0.0265,0.00175,0.00025,0.0001,0.00015
4.5,0.02684030425218765,0.35068042675867217,1.00000000000002,251,1.0000000000000002,0,0.0014436716654549482,0.004053829631109263,0.6987017178430893,0.23605736963812216,0.027788543522409743,0.02919053527354391,0.0021385370039537378,0.0003724206675871047,3.8221546448889426e-05,0.00021515320830082664,0.0011,0.0035,0.7045,0.22895,0.02915,0.03015,0.00215,0.0003,5e-05,0.00015
