frequency_cm_inverse,mode_1_psd_hartree2_fs,mode_2_psd_hartree2_fs,mode_3_psd_hartree2_fs,mode_4_psd_hartree2_fs,mode_5_psd_hartree2_fs,mode_6_psd_hartree2_fs,mode_7_psd_hartree2_fs,mode_8_psd_hartree2_fs,mode_9_psd_hartree2_fs,mode_10_psd_hartree2_fs,mode_11_psd_hartree2_fs,mode_12_psd_hartree2_fs,mode_13_psd_hartree2_fs,mode_14_psd_hartree2_fs,mode_15_psd_hartree2_fs,mode_16_psd_hartree2_fs,mode_17_psd_hartree2_fs,mode_18_psd_hartree2_fs
10727.689493809918,5.685304379667314e-11,5.7602277703770774e-11,9.869076704358645e-12,3.1982677594135493e-11,4.4585776231689045e-12,4.543835800072669e-12,3.2815453611521613e-11,6.929724884004828e-12,5.933749263976696e-12,1.219766763939312e-11,3.369815389299176e-12,3.1013287544045758e-12,8.265595822173752e-12,3.656574678948616e-12,1.0549174702705673e-12,1.745179745632075e-13,7.519351861240571e-13,5.783549467972652e-13
11062.929790491478,5.106449651555659e-11,3.911415639991545e-11,7.77689833375462e-12,2.613801627295393e-11,4.560195007152012e-12,6.0972024196124266e-12,2.947321967487102e-11,6.137403711324638e-12,1.1321856721984858e-11,1.2037870995018279e-11,2.9893468634911984e-12,6.025905007213178e-12,6.986768470693246e-12,4.1632251134792286e-12,1.0132443604137648e-12,2.308357951230793e-13,6.537248963957922e-13,4.692012498023877e-13
11398.170087173037,4.059397810028803e-11,3.025594515766375e-11,8.471148215155976e-12,1.6836575443356863e-11,4.226518361135701e-12,4.159368554449148e-12,2.368143146606819e-11,3.9421905638958226e-12,5.219160952415521e-12,7.075706217279934e-12,3.583755831867733e-12,2.7003530786189924e-12,4.83382473176147e-12,2.933765941525489e-12,5.966648311741508e-13,2.9302452565044435e-13,4.0141488715746927e-13,3.6266167394342207e-13
11733.410383854598,4.235408208845321e-11,4.603543933638274e-11,9.802300399547333e-12,2.6252903629410858e-11,4.9619606263619124e-12,4.469107755749643e-12,2.315129987235311e-11,6.31390232911113e-12,4.185820887553281e-12,1.2817186897784898e-11,7.265560125402367e-12,3.1131405778115886e-12,4.881060446825021e-12,4.1823251501536505e-12,9.129820738150155e-13,1.8433268204959554e-13,6.855968501998206e-13,5.279974682191463e-13
12068.650680536159,5.5905668723951016e-11,4.674382462578238e-11,1.0397274694505076e-11,3.4813904779038583e-11,3.2559314007452827e-12,6.994712227255379e-12,2.0228680179428553e-11,4.180392057191216e-12,5.278241150940213e-12,7.61281373195016e-12,1.0023533115272837e-11,4.131620214948451e-12,6.333898496813358e-12,3.1744170724423677e-12,1.153190269878123e-12,2.376782057605713e-13,6.533827098830444e-13,5.145930775688249e-13
12403.890977217718,3.9585087917479774e-11,2.844682009381611e-11,6.983974405303308e-12,2.5555344347563936e-11,2.9739960196789363e-12,5.1418196290703205e-12,1.3655183937270713e-11,5.349537563334212e-12,7.008353114835671e-12,6.698752280170656e-12,3.806123529630546e-12,3.111040155829558e-12,3.202450610359741e-12,3.4507431727182995e-12,7.602056839474322e-13,1.4897562560399824e-13,8.061455899031447e-13,2.6473811403464254e-13
12739.131273899276,3.2003390017541164e-11,2.8968537598720045e-11,5.854079303080177e-12,1.956601128196478e-11,1.8305769950058186e-12,2.7344134959503356e-12,1.3633629889592417e-11,4.9221534150614055e-12,3.706905692960179e-12,6.857077720296164e-12,1.815458952130382e-12,2.6333065184332924e-12,2.6163306353572007e-12,3.71849812922298e-12,8.466760869645348e-13,1.3581887778257765e-13,6.61363252920779e-13,1.985175908587785e-13
13074.371570580839,3.9468664482159965e-11,5.0513669681015537e-11,5.652953548931018e-12,2.461383717139289e-11,1.8333234021180243e-12,2.5369343669592784e-12,2.579081891147273e-11,5.306004118956324e-12,4.795334734656531e-12,4.82779374805084e-12,3.5133505693141314e-12,2.617292026559126e-12,4.2284126943521046e-12,1.3506608940217593e-12,7.545606856503946e-13,1.7642080846164312e-13,6.417104520387671e-13,2.918700853572453e-13
13409.611867262398,3.7351229467601476e-11,5.491948109462246e-11,5.576496678437919e-12,2.4200245774763153e-11,1.7475209546718054e-12,4.877127202124979e-12,2.6921805796943643e-11,4.2771140311293914e-12,5.4391723290282976e-12,3.6682300083904714e-12,4.869908032294614e-12,2.809546394669841e-12,6.3148451875162814e-12,1.7005346773664192e-12,7.91190345440986e-13,1.9436364426045003e-13,6.827237680003461e-13,5.248646466826047e-13
13744.852163943957,3.6464899755180066e-11,2.924209058450667e-11,7.94118732792849e-12,1.722620283811996e-11,1.5153651760188616e-12,3.8301863192657576e-12,1.9636030111110954e-11,1.884882040753637e-12,3.0464095299417937e-12,4.0198722959049156e-12,1.8058731888507913e-12,1.7733898123420554e-12,4.28247473039955e-12,2.244483971438319e-12,7.000600643337205e-13,1.497855579389395e-13,3.6800951376586905e-13,3.3064478590767503e-13
14080.092460625518,4.248085721074955e-11,2.8196930348730437e-11,8.064925839795e-12,1.7849268255145274e-11,2.3346001718238343e-12,3.6820204210173616e-12,1.7926486035252816e-11,1.4514394505934417e-12,2.4270700108276877e-12,2.353459408106676e-12,2.323768793156251e-12,1.7787735651454623e-12,3.115219100636201e-12,1.6671360227430872e-12,5.192712391446927e-13,1.2787502580560802e-13,2.3084609907877237e-13,3.2607288758594787e-13
14415.332757307076,2.2196183135900616e-11,2.4745374497342373e-11,3.309802151942555e-12,1.2393613806971119e-11,1.5907779832421888e-12,2.722359027005003e-12,1.1807624017068422e-11,2.260942989174855e-12,4.862331912223152e-12,1.506699939015306e-12,2.3354053212472025e-12,1.6640610347028571e-12,2.492352132806046e-12,1.0115306492847452e-12,3.945724926939202e-13,1.0468896796614621e-13,2.2996154078790717e-13,1.3461871380643123e-13
14750.573053988637,1.5149428481798673e-11,1.7944690644366438e-11,3.4870548188047813e-12,7.799361332715356e-12,1.7020778375808015e-12,2.227422215077825e-12,8.69693548045169e-12,1.643849926561119e-12,3.488633384483269e-12,3.002785815071324e-12,1.919654951143354e-12,1.1677985447623488e-12,2.0241932241624024e-12,1.135815796942396e-12,3.406274698159724e-13,8.32326743158757e-14,3.6917531224454035e-13,1.4634287347138757e-13
15085.813350670198,1.95824380140102e-11,1.778891491886828e-11,3.2803434221339097e-12,1.0343484826389081e-11,1.567578468388457e-12,1.4309261901254116e-12,6.9527313791550655e-12,3.3105377935167778e-12,3.3263395168040536e-12,4.8514464982838655e-12,3.540047568860229e-12,1.5539900241805404e-12,2.6796740918822918e-12,9.122376058274904e-13,5.3374651916739e-13,1.0018880556627839e-13,3.1743122599074224e-13,1.9844935060835096e-13
15421.053647351757,3.218303816966044e-11,2.407240374263854e-11,5.1650932832667385e-12,1.7104210683748313e-11,1.8444313076425232e-12,1.8752000714709106e-12,1.1980567801007346e-11,2.75079098170332e-12,3.665648664148395e-12,5.403306892160629e-12,3.1941761974476396e-12,9.022761586920731e-13,2.4850349690843585e-12,1.2508414216911634e-12,5.008386971926332e-13,1.3580206054959366e-13,3.2343004832019413e-13,1.553532888490445e-13
15756.293944033318,3.1065492317637896e-11,1.7042573138292384e-11,4.715634028093187e-12,1.5447278286411456e-11,1.7134829782108348e-12,1.9962368512530496e-12,1.2966098317839636e-11,1.553108566856788e-12,4.777183107878332e-12,2.3339598182318937e-12,1.987131737189522e-12,1.4753694946182447e-12,1.7859715993729157e-12,1.2568969383304555e-12,4.885607340643689e-13,1.1355188827419345e-13,5.147414788148491e-13,2.2912887317609387e-13
16091.534240714876,2.1825478507820836e-11,1.655967730886724e-11,2.1830347960288155e-12,1.2372290600617708e-11,2.2945896634304207e-12,2.9228973655194533e-12,1.0336042245207978e-11,3.0650714607445806e-12,3.0646065193492063e-12,2.2612699794601967e-12,2.928544340533697e-12,2.946243638451133e-12,2.2410322488455227e-12,1.1376669564565674e-12,4.47728207323304e-13,6.598155968363829e-14,3.6293091156375344e-13,2.684553255988492e-13
16426.77453739644,2.196548537637664e-11,1.9933168695636147e-11,2.3242039814514946e-12,9.451679608877109e-12,2.3387039157865053e-12,3.3867094960542955e-12,5.947760617730819e-12,3.932659290174081e-12,3.3687951442063514e-12,2.404329634528593e-12,2.3572512324490823e-12,2.833259877451121e-12,2.0570608045401163e-12,1.205493578963558e-12,4.3707529726713885e-13,7.44928352915344e-14,2.420005484351817e-13,1.9495351883019724e-13
16762.014834077996,1.528397229362829e-11,1.7246086208893572e-11,1.6632061049079808e-12,6.4170447035468525e-12,1.8819914114462553e-12,1.587174588124928e-12,5.014940270519229e-12,2.2287359303086765e-12,2.1621161464898993e-12,2.2333357457641565e-12,1.5367849169267526e-12,1.1150065970344797e-12,1.3230464469350398e-12,5.121703555873911e-13,4.4950371922746787e-13,9.632815052584059e-14,1.6246786336315584e-13,2.85674237544211e-13
