time_fs,se_c60_population,active_surface_c60_diagonal,norm,interval_hops_before_frame,interval_max_raw_probability_sum,interval_renormalized_probability_vectors,se_state_0,se_state_1,se_state_2,se_state_3,se_state_4,se_state_5,se_state_6,se_state_7,se_state_8,se_state_9,sh_state_0,sh_state_1,sh_state_2,sh_state_3,sh_state_4,sh_state_5,sh_state_6,sh_state_7,sh_state_8,sh_state_9
0.0,0.0019082464806527502,0.10281097703505133,0.9999999999999999,0,0.0,0,0.003986636087730242,0.036505229362677444,0.01090330283244152,0.9422980660144732,0.004168443647697052,0.00035607248829493734,0.0010312605899799696,0.00015147583686920526,0.00010424852965569453,0.0004952646101805591,0.0037,0.03795,0.01145,0.9408,0.0041,0.0003,0.0012,0.0001,0.00015,0.00025
0.5,0.002414347767264116,0.12072571164113592,1.0000000000000144,571,1.0000000000000002,0,0.006863608540660757,0.02698404953391633,0.02640777118004305,0.9300078640593714,0.005948776473996501,0.001613237963706345,0.001442530419251425,0.00015368990535601987,5.969615494008262e-05,0.0005187757687723266,0.00655,0.02955,0.0255,0.92915,0.00585,0.00145,0.00145,0.0001,0.0001,0.0003
1.0,0.0037813817000156846,0.137448431116137,1.0000000000000102,398,1.0000000000000002,0,0.006455251414845286,0.03099662711495039,0.03159723417758206,0.9178425463124442,0.007232976723995241,0.00327823673441539,0.001869234877174948,0.000160539381090017,2.410959244057049e-05,0.0005432436710721281,0.006,0.033,0.03185,0.916,0.0073,0.00335,0.00195,0.00015,5e-05,0.00035
1.5,0.005504911413484911,0.1552000889242005,1.0000000000000187,894,1.0000000000000002,0,0.03152108153599977,0.007690145405326089,0.040034377699785746,0.904701836880879,0.00811133600734228,0.0049302056128560905,0.002281288850920341,0.00017375247040376021,1.1190873277554563e-06,0.0005548564491779655,0.03345,0.00775,0.03915,0.90345,0.008,0.0054,0.0023,0.00015,0.0,0.00035
2.0,0.007027583175640286,0.1806359343461915,0.9999999999999823,818,1.0000000000000002,0,0.020106289101070936,0.018169779549169828,0.05556916535479446,0.8878501366109081,0.00863872340551385,0.006300794593952789,0.0026360140955405866,0.00019442575633600185,4.431839811220456e-05,0.0004903531345836345,0.0208,0.0191,0.05525,0.88595,0.00875,0.00675,0.00295,0.00015,0.0,0.0003
2.5,0.008097476074449817,0.21871836773748873,0.9999999999999677,865,1.0000000000000002,0,0.016850567997445862,0.01820331408225323,0.08377153465647541,0.8613606338312314,0.008898788939343023,0.00728520955775194,0.002906176133743713,0.00021894579784844436,0.00018507848428089802,0.0003197505195938473,0.01755,0.01895,0.08195,0.8604,0.009,0.0084,0.0032,0.0002,0.0001,0.00025
3.0,0.008849275520984452,0.3032439426267792,0.9999999999999525,1501,1.0000000000000002,0,0.014359440375605714,0.017178167120620768,0.14598687588261583,0.8016229275429936,0.00907464050169126,0.00795931979450669,0.0030906506353840903,0.00024455247513226837,0.00027541888769637055,0.00020800678370588453,0.0158,0.01785,0.1456,0.7983,0.0092,0.0091,0.0036,0.00025,0.00015,0.00015
3.5,0.009731372789960875,0.3871236596179697,0.9999999999999797,1780,1.0000000000000002,0,0.011192648147375908,0.014975399833742542,0.2270775861700218,0.7253658810803992,0.009101383346210495,0.008396963410904169,0.003145247630585257,0.0002686886785703811,0.0003176474815599224,0.0001585542206099165,0.01235,0.0156,0.22505,0.7239,0.0091,0.00965,0.0037,0.00025,0.00015,0.00025
4.0,0.01125929879793659,0.45691070035480336,0.9999999999999841,2062,1.0000000000000002,0,0.008492658818765885,0.012980599290256148,0.3213961345952744,0.6351131494086106,0.009213483606389046,0.008952654383812096,0.0030727449777014347,0.00028608970520293734,0.0003639712241961743,0.00012851398977547552,0.0091,0.0137,0.31925,0.6344,0.0091,0.0105,0.00345,0.00025,0.0001,0.00015
4.5,0.013750393143793492,0.4823330709309015,0.9999999999999907,1324,1.0000000000000002,0,0.006160457159262467,0.011291697752067922,0.38140115073169256,0.5778823744201321,0.009654609077078552,0.009886501487602903,0.0029092815875498387,0.00030690468975974204,0.0004044836669337023,0.00010253942791093455,0.00685,0.0123,0.37925,0.577,0.0095,0.0115,0.0031,0.0003,0.0001,0.0001
