# vmf_atol: 1e-09 | ps2_atol: 1e-09 | ps2_ratio: 2.0 | ode_method: dopri5 | ode_atol: 1e-09 | ode_rtol: 1e-07 | vmf_reg_method: extend | vmf_reg_type: ip | cache_svd_info: True
# frame = {Node('[H]0'): [End('[H]i'), End('[H]j'), Node('[H]47')], Node('[H]47'): [Node('[H]0'), Node('[H]43'), Node('[H]46')], Node('[H]43'): [Node('[H]47'), Node('[H]42'), Node('[H]41')], Node('[H]46'): [Node('[H]47'), Node('[H]45'), Node('[H]44')], Node('[H]45'): [Node('[H]46'), Node('[H]38'), Node('[H]37')], Node('[H]44'): [Node('[H]46'), Node('[H]40'), Node('[H]39')], Node('[H]38'): [Node('[H]45'), Node('[H]34'), Node('[H]33')], Node('[H]37'): [Node('[H]45'), Node('[H]36'), Node('[H]35')], Node('[H]40'): [Node('[H]44'), Node('[H]30'), Node('[H]29')], Node('[H]39'): [Node('[H]44'), Node('[H]32'), Node('[H]31')], Node('[H]42'): [Node('[H]43'), Node('[H]26'), Node('[H]25')], Node('[H]41'): [Node('[H]43'), Node('[H]28'), Node('[H]27')], Node('[H]26'): [Node('[H]42'), Node('[H]22'), Node('[H]21')], Node('[H]25'): [Node('[H]42'), Node('[H]24'), Node('[H]23')], Node('[H]28'): [Node('[H]41'), Node('[H]18'), Node('[H]17')], Node('[H]27'): [Node('[H]41'), Node('[H]20'), Node('[H]19')], Node('[H]30'): [Node('[H]40'), Node('[H]14'), Node('[H]13')], Node('[H]29'): [Node('[H]40'), Node('[H]16'), Node('[H]15')], Node('[H]32'): [Node('[H]39'), Node('[H]10'), Node('[H]9')], Node('[H]31'): [Node('[H]39'), Node('[H]12'), Node('[H]11')], Node('[H]34'): [Node('[H]38'), Node('[H]6'), Node('[H]5')], Node('[H]33'): [Node('[H]38'), Node('[H]8'), Node('[H]7')], Node('[H]36'): [Node('[H]37'), Node('[H]2'), Node('[H]1')], Node('[H]35'): [Node('[H]37'), Node('[H]4'), Node('[H]3')], Node('[H]2'): [Node('[H]36'), End('[H]0-2'), End('[H]0-3')], Node('[H]1'): [Node('[H]36'), End('[H]0-0'), End('[H]0-1')], Node('[H]4'): [Node('[H]35'), End('[H]1-2'), End('[H]1-3')], Node('[H]3'): [Node('[H]35'), End('[H]1-0'), End('[H]1-1')], Node('[H]6'): [Node('[H]34'), End('[H]2-2'), End('[H]2-3')], Node('[H]5'): [Node('[H]34'), End('[H]2-0'), End('[H]2-1')], Node('[H]8'): [Node('[H]33'), End('[H]3-2'), End('[H]3-3')], Node('[H]7'): [Node('[H]33'), End('[H]3-0'), End('[H]3-1')], Node('[H]10'): [Node('[H]32'), End('[H]4-2'), End('[H]4-3')], Node('[H]9'): [Node('[H]32'), End('[H]4-0'), End('[H]4-1')], Node('[H]12'): [Node('[H]31'), End('[H]5-2'), End('[H]5-3')], Node('[H]11'): [Node('[H]31'), End('[H]5-0'), End('[H]5-1')], Node('[H]14'): [Node('[H]30'), End('[H]6-2'), End('[H]6-3')], Node('[H]13'): [Node('[H]30'), End('[H]6-0'), End('[H]6-1')], Node('[H]16'): [Node('[H]29'), End('[H]7-2'), End('[H]7-3')], Node('[H]15'): [Node('[H]29'), End('[H]7-0'), End('[H]7-1')], Node('[H]18'): [Node('[H]28'), End('[H]8-2'), End('[H]8-3')], Node('[H]17'): [Node('[H]28'), End('[H]8-0'), End('[H]8-1')], Node('[H]20'): [Node('[H]27'), End('[H]9-2'), End('[H]9-3')], Node('[H]19'): [Node('[H]27'), End('[H]9-0'), End('[H]9-1')], Node('[H]22'): [Node('[H]26'), End('[H]10-2'), End('[H]10-3')], Node('[H]21'): [Node('[H]26'), End('[H]10-0'), End('[H]10-1')], Node('[H]24'): [Node('[H]25'), End('[H]11-2'), End('[H]11-3')], Node('[H]23'): [Node('[H]25'), End('[H]11-0'), End('[H]11-1')]}
# time ode_steps max_rank tr norm
# # ([H]0)-([H]47) ([H]47)-([H]46) ([H]46)-([H]44) ([H]44)-([H]39) ([H]39)-([H]31) ([H]31)-([H]11) ([H]31)-([H]12) ([H]39)-([H]32) ([H]32)-([H]9) ([H]32)-([H]10) ([H]44)-([H]40) ([H]40)-([H]29) ([H]29)-([H]15) ([H]29)-([H]16) ([H]40)-([H]30) ([H]30)-([H]13) ([H]30)-([H]14) ([H]46)-([H]45) ([H]45)-([H]37) ([H]37)-([H]35) ([H]35)-([H]3) ([H]35)-([H]4) ([H]37)-([H]36) ([H]36)-([H]1) ([H]36)-([H]2) ([H]45)-([H]38) ([H]38)-([H]33) ([H]33)-([H]7) ([H]33)-([H]8) ([H]38)-([H]34) ([H]34)-([H]5) ([H]34)-([H]6) ([H]47)-([H]43) ([H]43)-([H]41) ([H]41)-([H]27) ([H]27)-([H]19) ([H]27)-([H]20) ([H]41)-([H]28) ([H]28)-([H]17) ([H]28)-([H]18) ([H]43)-([H]42) ([H]42)-([H]25) ([H]25)-([H]23) ([H]25)-([H]24) ([H]42)-([H]26) ([H]26)-([H]21) ([H]26)-([H]22)
0.0 0 8 1.0 0.9964404361501844
# 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8
0.05000000000000001 1488 112 0.999996874340097 1.0000806951344223
# 49 9 9 9 9 16 16 9 16 16 9 9 16 16 9 16 16 9 9 9 16 16 9 16 16 9 9 14 14 9 14 12 112 54 28 16 16 22 14 14 64 32 16 16 30 16 16
0.10000000000000002 236 112 0.9999970587622731 1.0002666769701825
# 49 9 9 9 9 16 16 9 16 16 9 9 16 16 9 16 16 9 9 9 16 16 9 16 16 9 9 14 14 9 14 12 112 54 28 16 16 22 14 14 64 32 16 16 30 16 16
0.15000000000000005 152 112 0.99999700557446 1.0004622663675329
# 49 9 9 9 9 16 16 9 16 16 9 9 16 16 9 16 16 9 9 9 16 16 9 16 16 9 9 14 14 9 14 12 112 54 28 16 16 22 14 14 64 32 16 16 30 16 16
0.20000000000000004 98 112 0.999996883663465 1.0006568481664382
# 49 9 9 9 9 16 16 9 16 16 9 9 16 16 9 16 16 9 9 9 16 16 9 16 16 9 9 14 14 9 14 12 112 54 28 16 16 22 14 14 64 32 16 16 30 16 16
0.25000000000000006 74 112 0.9999966934422209 1.000850287975008
# 49 9 9 9 9 16 16 9 16 16 9 9 16 16 9 16 16 9 9 9 16 16 9 16 16 9 9 14 14 9 14 12 112 54 28 16 16 22 14 14 64 32 16 16 30 16 16
0.3000000000000001 86 112 0.9999964249526748 1.0010424588516658
# 49 9 9 9 9 16 16 9 16 16 9 9 16 16 9 16 16 9 9 9 16 16 9 16 16 9 9 14 14 9 14 12 112 54 28 16 16 22 14 14 64 32 16 16 30 16 16
0.3500000000000001 50 112 0.9999960599540232 1.0012332368526071
# 49 9 9 9 9 16 16 9 16 16 9 9 16 16 9 16 16 9 9 9 16 16 9 16 16 9 9 14 14 9 14 12 112 54 28 16 16 22 14 14 64 32 16 16 30 16 16
0.4000000000000001 44 112 0.9999955767440115 1.0014225009195428
# 49 9 9 9 9 16 16 9 16 16 9 9 16 16 9 16 16 9 9 9 16 16 9 16 16 9 9 14 14 9 14 12 112 54 28 16 16 22 14 14 64 32 16 16 30 16 16
0.45000000000000007 38 112 0.9999949583438039 1.001610132619029
# 49 9 9 9 9 16 16 9 16 16 9 9 16 16 9 16 16 9 9 9 16 16 9 16 16 9 9 14 14 9 14 12 112 54 28 16 16 22 14 14 64 32 16 16 30 16 16
0.5000000000000001 38 112 0.9999941888609942 1.001796016910303
# 49 9 9 9 9 16 16 9 16 16 9 9 16 16 9 16 16 9 9 9 16 16 9 16 16 9 9 14 14 9 14 12 112 54 28 16 16 22 14 14 64 32 16 16 30 16 16
0.5500000000000002 32 112 0.9999932520827901 1.001980042538689
# 49 9 9 9 9 16 16 9 16 16 9 9 16 16 9 16 16 9 9 9 16 16 9 16 16 9 9 14 14 9 14 12 112 54 28 16 16 22 14 14 64 32 16 16 30 16 16
0.6000000000000002 32 112 0.9999921316513466 1.0021621022416158
# 49 9 9 9 9 16 16 9 16 16 9 9 16 16 9 16 16 9 9 9 16 16 9 16 16 9 9 14 14 9 14 12 112 54 28 16 16 22 14 14 64 32 16 16 30 16 16
0.6500000000000001 32 112 0.9999908113226905 1.0023420929661904
# 49 9 9 9 9 16 16 9 16 16 9 9 16 16 9 16 16 9 9 9 16 16 9 16 16 9 9 14 14 9 14 12 112 54 28 16 16 22 14 14 64 32 16 16 30 16 16
0.7000000000000002 26 112 0.9999892750073428 1.0025199160778429
# 49 9 9 9 9 16 16 9 16 16 9 9 16 16 9 16 16 9 9 9 16 16 9 16 16 9 9 14 14 9 14 12 112 54 28 16 16 22 14 14 64 32 16 16 30 16 16
0.7500000000000002 26 112 0.9999875066007529 1.0026954775086043
# 49 9 9 9 9 16 16 9 16 16 9 9 16 16 9 16 16 9 9 9 16 16 9 16 16 9 9 14 14 9 14 12 112 54 28 16 16 22 14 14 64 32 16 16 30 16 16
0.8000000000000002 32 112 0.9999854903229355 1.0028686878471085
# 49 9 9 9 9 16 16 9 16 16 9 9 16 16 9 16 16 9 9 9 16 16 9 16 16 9 9 14 14 9 14 12 112 54 28 16 16 22 14 14 64 32 16 16 30 16 16
0.8500000000000002 26 112 0.9999832117896568 1.0030394624616927
# 49 9 9 9 9 16 16 9 16 16 9 9 16 16 9 16 16 9 9 9 16 16 9 16 16 9 9 14 14 9 14 12 112 54 28 16 16 22 14 14 64 32 16 16 30 16 16
0.9000000000000001 20 112 0.9999806590072073 1.0032077216522255
# 49 9 9 9 9 16 16 9 16 16 9 9 16 16 9 16 16 9 9 9 16 16 9 16 16 9 9 14 14 9 14 12 112 54 28 16 16 22 14 14 64 32 16 16 30 16 16
0.9500000000000002 20 112 0.9999778229544197 1.0033733907626352
# 49 9 9 9 9 16 16 9 16 16 9 9 16 16 9 16 16 9 9 9 16 16 9 16 16 9 9 14 14 9 14 12 112 54 28 16 16 22 14 14 64 32 16 16 30 16 16
